,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Cmp%,xA,1/3_x,PPA,Prog_x,SCA,TklW,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Prog_y,1/3_y,CPA,Won,Prog+
487,Julian Chabot,DF,Spezia,it Serie A,18.4,1,9.0,0.6,87.4,0.2,46.0,1.0,35.0,11.0,36.0,33.0,24.0,76.0,1267.0,15.0,13.0,55.0,7.0,2.0,64.0,90.0
488,Nassim Chadli,"FW,MF",Nimes,fr Ligue 1,0.3,0,0.0,0.0,80.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,23.0,1.0,1.0,4.0,0.0,1.0,0.0,6.0
489,Fouad Chafik,DF,Dijon,fr Ligue 1,18.0,1,5.0,0.2,76.6,0.7,68.0,9.0,76.0,18.0,28.0,32.0,20.0,59.0,1205.0,8.0,16.0,90.0,28.0,3.0,23.0,166.0
490,Mehdi Chahiri,"FW,MF",Strasbourg,fr Ligue 1,8.9,2,21.0,1.9,72.0,1.3,17.0,9.0,36.0,20.0,13.0,12.0,12.0,30.0,420.0,35.0,29.0,37.0,14.0,6.0,13.0,73.0
491,Sofian Chakla,DF,Villarreal,es La Liga,0.1,0,1.0,0.1,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
492,Sofian Chakla,DF,Getafe,es La Liga,10.0,0,3.0,0.1,61.8,0.1,9.0,0.0,17.0,2.0,7.0,6.0,13.0,26.0,336.0,7.0,0.0,12.0,2.0,0.0,39.0,29.0
493,Anibal Chala,DF,Dijon,fr Ligue 1,8.3,0,0.0,0.0,76.6,0.2,18.0,2.0,29.0,8.0,7.0,11.0,16.0,33.0,477.0,3.0,10.0,35.0,11.0,2.0,7.0,64.0
494,Trevoh Chalobah,"DF,MF",Lorient,fr Ligue 1,24.9,2,14.0,1.9,86.1,0.9,66.0,3.0,62.0,26.0,28.0,28.0,63.0,113.0,1497.0,22.0,30.0,76.0,25.0,2.0,40.0,138.0
495,Calum Chambers,DF,Arsenal,eng Premier League,8.4,0,8.0,0.6,80.3,1.1,24.0,9.0,23.0,16.0,3.0,16.0,14.0,23.0,678.0,23.0,3.0,33.0,15.0,1.0,23.0,56.0
496,Timothy Chandler,DF,Eint Frankfurt,de Bundesliga,4.8,1,6.0,0.9,71.5,0.3,14.0,5.0,26.0,7.0,1.0,7.0,2.0,5.0,248.0,19.0,3.0,24.0,7.0,1.0,9.0,50.0
497,Kwon Chang-hoon,"MF,FW",Freiburg,de Bundesliga,2.4,0,3.0,0.1,76.1,0.0,3.0,0.0,7.0,5.0,2.0,4.0,5.0,10.0,106.0,10.0,7.0,6.0,3.0,0.0,5.0,13.0
498,Gaetan Charbonnier,"MF,FW",Brest,fr Ligue 1,17.4,6,34.0,5.0,78.5,3.1,38.0,20.0,50.0,47.0,18.0,20.0,10.0,36.0,928.0,78.0,34.0,56.0,24.0,9.0,31.0,106.0
499,Brendan Chardonnet,DF,Brest,fr Ligue 1,30.2,3,20.0,2.4,84.0,1.0,105.0,18.0,90.0,11.0,33.0,67.0,46.0,104.0,2045.0,34.0,4.0,88.0,19.0,0.0,80.0,178.0
500,Xavier Chavalerin,MF,Reims,fr Ligue 1,28.3,0,22.0,1.2,83.9,2.5,70.0,11.0,71.0,33.0,64.0,44.0,36.0,148.0,1307.0,30.0,17.0,47.0,15.0,1.0,14.0,118.0
501,Pape Cheikh Diop,MF,Dijon,fr Ligue 1,12.1,0,6.0,0.4,87.4,0.7,37.0,6.0,42.0,20.0,17.0,18.0,6.0,24.0,712.0,5.0,10.0,51.0,7.0,1.0,11.0,93.0
502,Chema,"DF,MF",Getafe,es La Liga,6.2,0,3.0,0.0,59.9,0.1,14.0,0.0,11.0,1.0,4.0,4.0,7.0,18.0,218.0,4.0,0.0,4.0,0.0,0.0,10.0,15.0
503,Rayan Cherki,"FW,MF",Lyon,fr Ligue 1,7.8,1,16.0,1.0,79.8,2.1,17.0,11.0,26.0,34.0,5.0,4.0,4.0,12.0,455.0,40.0,39.0,107.0,29.0,10.0,1.0,133.0
504,Denis Cheryshev,MF,Valencia,es La Liga,12.2,0,21.0,1.5,61.8,2.4,20.0,15.0,36.0,26.0,17.0,21.0,7.0,30.0,485.0,49.0,8.0,59.0,22.0,7.0,15.0,95.0
505,Giorgio Chiellini,DF,Juventus,it Serie A,15.4,0,6.0,0.6,91.9,0.0,75.0,2.0,52.0,11.0,11.0,27.0,21.0,37.0,1227.0,13.0,3.0,43.0,11.0,0.0,36.0,95.0
506,Federico Chiesa,DF,Fiorentina,it Serie A,2.7,1,9.0,0.7,77.1,0.8,6.0,6.0,5.0,10.0,2.0,3.0,1.0,5.0,158.0,23.0,8.0,26.0,5.0,9.0,1.0,31.0
507,Federico Chiesa,"MF,DF",Juventus,it Serie A,24.6,8,60.0,6.0,77.5,6.5,45.0,41.0,82.0,87.0,40.0,27.0,11.0,69.0,1100.0,122.0,35.0,159.0,45.0,44.0,6.0,241.0
508,Ben Chilwell,DF,Chelsea,eng Premier League,25.4,3,27.0,2.4,78.6,2.8,87.0,26.0,127.0,57.0,29.0,65.0,29.0,75.0,2111.0,77.0,18.0,177.0,61.0,11.0,44.0,304.0
509,Vlad Chiriches,DF,Sassuolo,it Serie A,20.4,2,11.0,1.1,93.5,0.7,65.0,2.0,41.0,20.0,20.0,45.0,34.0,74.0,1805.0,19.0,12.0,90.0,24.0,2.0,57.0,131.0
510,Pedro Chirivella,MF,Nantes,fr Ligue 1,25.3,0,9.0,0.3,84.2,1.2,120.0,14.0,98.0,37.0,19.0,34.0,38.0,77.0,1416.0,21.0,6.0,61.0,13.0,0.0,13.0,159.0
511,Tahith Chong,"FW,MF",Werder Bremen,de Bundesliga,4.3,0,9.0,0.3,63.2,0.5,7.0,3.0,7.0,13.0,8.0,3.0,3.0,15.0,214.0,14.0,11.0,16.0,7.0,3.0,1.0,23.0
512,Joris Chotard,MF,Montpellier,fr Ligue 1,12.9,0,8.0,0.7,71.9,0.4,22.0,4.0,24.0,15.0,17.0,12.0,17.0,39.0,490.0,11.0,8.0,28.0,4.0,1.0,11.0,52.0
513,Hamza Choudhury,MF,Leicester City,eng Premier League,3.5,0,4.0,0.4,80.9,0.0,13.0,0.0,8.0,3.0,7.0,9.0,5.0,16.0,278.0,1.0,0.0,9.0,1.0,0.0,2.0,17.0
514,Mounir Chouiar,"FW,MF",Dijon,fr Ligue 1,14.3,0,23.0,1.2,75.5,2.0,21.0,9.0,40.0,51.0,15.0,22.0,10.0,32.0,757.0,45.0,48.0,102.0,22.0,11.0,12.0,142.0
515,Andreas Christensen,DF,Chelsea,eng Premier League,15.2,0,3.0,0.1,92.8,0.4,44.0,3.0,46.0,9.0,12.0,26.0,26.0,46.0,1245.0,7.0,1.0,54.0,10.0,0.0,45.0,100.0
516,Carney Chukwuemeka,"FW,MF",Aston Villa,eng Premier League,0.2,0,1.0,0.1,62.5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,12.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
517,Samuel Chukwueze,"MF,FW",Villarreal,es La Liga,15.2,4,31.0,3.5,74.6,2.6,16.0,30.0,47.0,57.0,9.0,13.0,7.0,23.0,752.0,98.0,49.0,160.0,42.0,35.0,13.0,207.0
518,Darko Churlinov,"DF,FW",Stuttgart,de Bundesliga,2.4,0,3.0,0.1,81.8,0.4,1.0,6.0,10.0,6.0,1.0,9.0,1.0,4.0,141.0,9.0,7.0,18.0,5.0,3.0,2.0,28.0
519,Victor Chust,DF,Real Madrid,es La Liga,1.1,0,0.0,0.0,92.9,0.0,5.0,0.0,2.0,1.0,1.0,3.0,1.0,4.0,87.0,0.0,0.0,6.0,0.0,0.0,3.0,8.0
520,Sebastien Cibois,GK,Brest,fr Ligue 1,3.0,0,0.0,0.0,71.1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,97.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
521,Cifu,DF,Elche,es La Liga,5.0,0,3.0,0.1,74.0,0.0,8.0,0.0,8.0,0.0,6.0,8.0,3.0,12.0,274.0,2.0,3.0,17.0,7.0,0.0,8.0,25.0
522,Alberto Cifuentes,GK,Cadiz,es La Liga,2.0,0,0.0,0.0,44.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,Luca Cigarini,MF,Crotone,it Serie A,10.3,0,16.0,0.6,83.6,1.2,82.0,8.0,70.0,36.0,17.0,16.0,10.0,35.0,850.0,5.0,7.0,25.0,7.0,1.0,8.0,95.0
524,Jasper Cillessen,GK,Valencia,es La Liga,10.0,0,0.0,0.0,59.3,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,Antonio Cioffi,FW,Napoli,it Serie A,0.1,0,0.0,0.0,90.9,0.1,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
526,Tim Civeja,"MF,DF",Augsburg,de Bundesliga,0.4,0,0.0,0.0,66.7,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
527,Ciaran Clark,DF,Newcastle Utd,eng Premier League,21.0,1,8.0,0.3,83.0,0.1,35.0,2.0,35.0,6.0,14.0,45.0,26.0,53.0,992.0,18.0,6.0,25.0,3.0,0.0,79.0,60.0
528,Alexis Claude-Maurice,"MF,FW",Nice,fr Ligue 1,21.2,4,33.0,4.0,80.9,3.1,47.0,10.0,51.0,62.0,25.0,16.0,13.0,49.0,1023.0,64.0,43.0,113.0,44.0,10.0,7.0,164.0
529,Jonathan Clauss,DF,Lens,fr Ligue 1,28.0,3,35.0,1.8,72.3,6.1,62.0,49.0,124.0,92.0,27.0,55.0,43.0,97.0,1719.0,65.0,20.0,192.0,62.0,15.0,17.0,316.0
530,Carlos Clerc,DF,Levante,es La Liga,30.9,0,6.0,0.4,76.8,3.3,96.0,39.0,160.0,42.0,47.0,53.0,35.0,101.0,2004.0,34.0,37.0,156.0,62.0,10.0,48.0,316.0
531,Nathaniel Clyne,DF,Crystal Palace,eng Premier League,12.7,0,4.0,0.1,76.8,0.4,20.0,13.0,25.0,7.0,9.0,25.0,13.0,34.0,670.0,6.0,3.0,37.0,12.0,0.0,7.0,62.0
532,Conor Coady,DF,Wolves,eng Premier League,36.7,1,8.0,1.3,88.1,0.1,78.0,1.0,59.0,9.0,23.0,59.0,25.0,56.0,2073.0,12.0,7.0,29.0,2.0,0.0,40.0,88.0
533,Marcus Coco,"MF,FW",Nantes,fr Ligue 1,16.4,0,13.0,0.9,68.5,1.5,29.0,12.0,42.0,35.0,30.0,19.0,15.0,56.0,838.0,41.0,29.0,60.0,25.0,2.0,33.0,102.0
534,Coke,DF,Levante,es La Liga,9.3,0,10.0,0.4,81.5,0.3,19.0,11.0,41.0,9.0,11.0,17.0,15.0,36.0,556.0,10.0,5.0,29.0,8.0,1.0,13.0,70.0
535,Seamus Coleman,"DF,MF",Everton,eng Premier League,17.9,0,12.0,1.2,81.5,1.9,32.0,14.0,43.0,33.0,26.0,39.0,22.0,61.0,978.0,30.0,20.0,70.0,19.0,5.0,13.0,113.0
536,Ebrima Colley,"FW,MF",Hellas Verona,it Serie A,8.2,1,17.0,1.9,73.4,0.7,11.0,8.0,16.0,12.0,5.0,9.0,2.0,10.0,395.0,33.0,16.0,49.0,26.0,5.0,4.0,65.0
537,Omar Colley,DF,Sampdoria,it Serie A,28.8,2,12.0,1.5,82.0,0.0,96.0,0.0,76.0,4.0,24.0,47.0,52.0,92.0,1651.0,21.0,1.0,55.0,9.0,0.0,81.0,131.0
538,Simone Colombi,GK,Parma,it Serie A,2.0,0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,Lorenzo Colombo,FW,Milan,it Serie A,1.0,0,3.0,0.6,57.1,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,26.0,5.0,0.0,4.0,1.0,1.0,3.0,4.0
540,Racine Coly,DF,Nice,fr Ligue 1,0.2,0,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
541,Kingsley Coman,"FW,MF",Bayern Munich,de Bundesliga,19.5,5,52.0,4.1,79.4,6.6,20.0,39.0,63.0,88.0,12.0,24.0,12.0,32.0,1145.0,145.0,66.0,200.0,36.0,47.0,13.0,263.0
542,Daniel Congre,DF,Montpellier,fr Ligue 1,36.6,2,13.0,1.3,87.4,0.1,75.0,1.0,82.0,15.0,36.0,67.0,45.0,103.0,1859.0,22.0,4.0,62.0,4.0,0.0,71.0,144.0
543,Aaron Connolly,FW,Brighton,eng Premier League,8.8,2,23.0,3.5,78.2,0.2,2.0,1.0,3.0,12.0,5.0,9.0,0.0,7.0,201.0,38.0,8.0,17.0,8.0,4.0,11.0,20.0
544,Andrea Consigli,GK,Sassuolo,it Serie A,37.0,0,0.0,0.0,81.3,0.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1462.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
545,Andrea Conti,DF,Milan,it Serie A,0.3,0,0.0,0.0,84.0,0.1,2.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,29.0,0.0,2.0,3.0,1.0,0.0,0.0,7.0
546,Andrea Conti,DF,Parma,it Serie A,9.0,0,5.0,0.3,83.4,0.4,30.0,10.0,48.0,13.0,18.0,17.0,24.0,54.0,549.0,13.0,2.0,28.0,13.0,0.0,10.0,76.0
547,Liam Cooper,DF,Leeds United,eng Premier League,24.3,1,15.0,1.3,87.7,0.0,78.0,3.0,67.0,14.0,47.0,45.0,53.0,129.0,1864.0,21.0,3.0,57.0,9.0,0.0,103.0,124.0
548,Francis Coquelin,MF,Villarreal,es La Liga,8.2,0,4.0,0.2,88.0,0.5,28.0,4.0,22.0,9.0,9.0,12.0,17.0,38.0,610.0,14.0,10.0,32.0,12.0,0.0,15.0,54.0
549,Theo Corbeanu,FW,Wolves,eng Premier League,0.1,0,0.0,0.0,100.0,0.1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
550,Sebastien Corchia,DF,Nantes,fr Ligue 1,23.0,0,21.0,0.7,68.4,1.6,45.0,13.0,75.0,38.0,25.0,47.0,26.0,79.0,1252.0,22.0,15.0,89.0,30.0,7.0,33.0,164.0
551,Alex Cordaz,GK,Crotone,it Serie A,36.0,0,0.0,0.0,72.1,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1527.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
552,Inigo Cordoba,"FW,MF",Athletic Club,es La Liga,1.1,0,2.0,0.1,47.2,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,49.0,2.0,1.0,2.0,1.0,0.0,2.0,4.0
553,Inigo Cordoba,MF,Alaves,es La Liga,2.4,0,1.0,0.0,63.6,0.3,1.0,4.0,5.0,5.0,5.0,8.0,4.0,11.0,115.0,3.0,3.0,6.0,2.0,1.0,5.0,11.0
554,Jhon Cordoba,FW,Hertha BSC,de Bundesliga,17.1,7,50.0,7.4,76.3,1.8,11.0,5.0,14.0,52.0,4.0,16.0,9.0,19.0,542.0,95.0,17.0,38.0,16.0,15.0,38.0,52.0
555,Sergio Cordova,"FW,MF",Arminia,de Bundesliga,12.1,2,20.0,3.1,67.4,1.2,18.0,2.0,19.0,29.0,11.0,14.0,6.0,22.0,431.0,34.0,9.0,27.0,13.0,3.0,34.0,46.0
556,Jack Cork,MF,Burnley,eng Premier League,15.0,0,5.0,0.3,82.6,0.3,39.0,3.0,26.0,17.0,16.0,20.0,15.0,40.0,626.0,13.0,3.0,33.0,11.0,2.0,32.0,59.0
557,Andreas Cornelius,FW,Parma,it Serie A,21.1,1,31.0,2.3,69.9,2.9,29.0,11.0,39.0,42.0,5.0,11.0,2.0,10.0,811.0,94.0,14.0,36.0,9.0,8.0,142.0,75.0
558,Maxwel Cornet,"DF,FW",Lyon,fr Ligue 1,27.2,2,22.0,2.5,79.4,3.4,79.0,23.0,115.0,56.0,46.0,43.0,44.0,124.0,2001.0,52.0,20.0,157.0,38.0,12.0,48.0,272.0
559,Angel Correa,"FW,MF",Atletico Madrid,es La Liga,26.6,9,53.0,7.4,77.6,5.7,46.0,35.0,69.0,80.0,30.0,31.0,21.0,58.0,1262.0,175.0,54.0,108.0,34.0,23.0,14.0,177.0
560,Joaquin Correa,FW,Lazio,it Serie A,21.5,8,54.0,7.8,82.2,2.0,39.0,20.0,53.0,86.0,10.0,13.0,9.0,26.0,1034.0,149.0,33.0,132.0,39.0,16.0,11.0,185.0
561,Rober Correa,DF,Eibar,es La Liga,12.6,0,6.0,0.2,70.2,1.0,39.0,10.0,30.0,17.0,16.0,24.0,24.0,46.0,763.0,14.0,12.0,42.0,20.0,0.0,46.0,72.0
562,Felix Correia,MF,Juventus,it Serie A,0.1,0,0.0,0.0,87.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
563,Thierry Correia,DF,Valencia,es La Liga,23.7,1,8.0,1.0,75.9,1.3,46.0,24.0,57.0,31.0,34.0,42.0,36.0,95.0,1493.0,17.0,25.0,98.0,30.0,3.0,32.0,155.0
564,Angelo da Costa Junior,GK,Bologna,it Serie A,6.0,0,0.0,0.0,86.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,Danny da Costa,DF,Mainz 05,de Bundesliga,13.4,0,5.0,0.2,60.6,1.7,29.0,21.0,57.0,22.0,10.0,17.0,22.0,47.0,651.0,18.0,19.0,42.0,20.0,5.0,15.0,99.0
566,Danny da Costa,DF,Eint Frankfurt,de Bundesliga,1.2,0,3.0,0.2,69.4,0.0,2.0,3.0,6.0,3.0,2.0,4.0,0.0,2.0,69.0,4.0,1.0,8.0,0.0,2.0,1.0,14.0
567,David Pereira da Costa,"MF,FW",Lens,fr Ligue 1,1.8,1,2.0,0.7,75.0,0.1,5.0,2.0,6.0,6.0,5.0,3.0,0.0,6.0,80.0,5.0,3.0,9.0,2.0,1.0,2.0,15.0
568,Diego Costa,FW,Atletico Madrid,es La Liga,2.3,2,4.0,0.6,76.7,0.3,1.0,4.0,4.0,9.0,0.0,1.0,0.0,1.0,99.0,20.0,0.0,4.0,2.0,3.0,9.0,8.0
569,Douglas Costa,"MF,FW",Juventus,it Serie A,0.5,0,0.0,0.0,74.1,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,28.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0
570,Douglas Costa,"FW,MF",Bayern Munich,de Bundesliga,3.6,1,4.0,0.1,69.0,0.7,14.0,7.0,20.0,17.0,2.0,8.0,3.0,5.0,227.0,20.0,12.0,36.0,7.0,2.0,2.0,56.0
571,Helder Costa,"MF,FW",Leeds United,eng Premier League,12.8,3,16.0,2.0,73.8,0.9,7.0,13.0,16.0,21.0,15.0,19.0,6.0,36.0,502.0,46.0,19.0,56.0,13.0,11.0,4.0,72.0
572,Jaume Costa,"DF,MF",Villarreal,es La Liga,3.9,0,2.0,0.1,84.4,0.3,9.0,5.0,9.0,7.0,3.0,10.0,8.0,19.0,286.0,6.0,4.0,23.0,7.0,1.0,6.0,32.0
573,Charles Costes,MF,Dijon,fr Ligue 1,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,Benoit Costil,GK,Bordeaux,fr Ligue 1,38.0,0,0.0,0.0,69.8,0.0,13.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1424.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
575,Vladimir Coufal,DF,West Ham,eng Premier League,33.9,0,15.0,1.2,70.9,4.6,82.0,40.0,119.0,72.0,41.0,74.0,39.0,116.0,2065.0,47.0,18.0,108.0,31.0,8.0,50.0,227.0
576,Kalifa Coulibaly,FW,Nantes,fr Ligue 1,10.9,3,18.0,2.1,62.4,0.5,15.0,4.0,18.0,17.0,6.0,5.0,3.0,10.0,378.0,60.0,3.0,14.0,2.0,7.0,70.0,32.0
577,Lassana Coulibaly,"MF,FW",Angers,fr Ligue 1,18.7,1,14.0,0.7,85.0,1.3,52.0,3.0,44.0,20.0,56.0,28.0,36.0,117.0,936.0,15.0,21.0,75.0,24.0,2.0,25.0,119.0
578,Mamadou Coulibaly,MF,Udinese,it Serie A,2.0,0,2.0,0.1,76.8,0.1,10.0,3.0,9.0,6.0,7.0,3.0,1.0,11.0,114.0,4.0,1.0,4.0,0.0,0.0,0.0,13.0
579,Senou Coulibaly,DF,Dijon,fr Ligue 1,21.5,2,5.0,0.7,83.0,0.0,44.0,0.0,38.0,4.0,22.0,35.0,40.0,72.0,1205.0,6.0,8.0,39.0,0.0,0.0,40.0,77.0
580,Tanguy Coulibaly,"DF,FW",Stuttgart,de Bundesliga,16.7,2,27.0,3.2,74.0,1.8,10.0,13.0,34.0,38.0,20.0,26.0,7.0,45.0,711.0,69.0,57.0,84.0,20.0,18.0,13.0,118.0
581,Thibaut Courtois,GK,Real Madrid,es La Liga,38.0,0,0.0,0.0,82.3,0.0,12.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,Philippe Coutinho,"MF,FW",Barcelona,es La Liga,7.3,2,28.0,3.9,86.8,0.9,40.0,15.0,44.0,24.0,6.0,4.0,4.0,11.0,601.0,44.0,11.0,93.0,25.0,16.0,3.0,137.0
583,Nicolas Cozza,DF,Montpellier,fr Ligue 1,15.2,0,1.0,0.4,79.8,0.4,37.0,7.0,45.0,7.0,18.0,35.0,21.0,60.0,787.0,8.0,12.0,59.0,17.0,2.0,17.0,104.0
584,Alessio Cragno,GK,Cagliari,it Serie A,34.0,0,0.0,0.0,69.0,0.2,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,Gian Crespi,GK,Crotone,it Serie A,1.0,0,0.0,0.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,Aaron Cresswell,DF,West Ham,eng Premier League,35.2,0,19.0,0.9,74.8,5.9,149.0,24.0,120.0,96.0,13.0,48.0,36.0,67.0,2307.0,18.0,6.0,97.0,40.0,3.0,38.0,217.0
587,Domenico Criscito,DF,Genoa,it Serie A,19.2,1,5.0,0.1,81.5,0.4,75.0,9.0,80.0,14.0,27.0,27.0,35.0,78.0,1248.0,7.0,4.0,91.0,28.0,0.0,22.0,171.0
588,Bryan Cristante,"DF,MF",Roma,it Serie A,23.9,1,27.0,2.2,83.5,0.9,123.0,21.0,120.0,35.0,31.0,29.0,34.0,72.0,1737.0,27.0,17.0,104.0,22.0,3.0,37.0,224.0
589,Giovanni Crociata,"DF,MF",Crotone,it Serie A,0.3,0,0.0,0.0,68.8,0.2,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,25.0,2.0,4.0,3.0,1.0,0.0,0.0,5.0
590,Juan Cruz Armada,DF,Osasuna,es La Liga,21.8,0,1.0,0.0,69.7,0.5,45.0,13.0,55.0,18.0,17.0,48.0,10.0,43.0,1050.0,2.0,9.0,41.0,20.0,0.0,30.0,96.0
591,Juan Cuadrado,"DF,MF",Juventus,it Serie A,24.2,2,18.0,1.2,82.9,7.2,76.0,37.0,150.0,111.0,21.0,35.0,31.0,73.0,2048.0,72.0,56.0,215.0,51.0,32.0,13.0,365.0
592,Adrian Cubas,MF,Nimes,fr Ligue 1,24.9,1,11.0,0.5,82.7,0.6,54.0,6.0,68.0,19.0,62.0,42.0,57.0,138.0,1264.0,7.0,13.0,40.0,7.0,1.0,6.0,108.0
593,Sergio Cubero Ezcurra,MF,Eibar,es La Liga,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,Cucho,"FW,MF",Getafe,es La Liga,16.3,2,27.0,2.5,66.8,1.1,22.0,16.0,36.0,35.0,10.0,19.0,5.0,24.0,747.0,57.0,21.0,95.0,27.0,14.0,40.0,131.0
595,Marc Cucurella,MF,Getafe,es La Liga,36.0,3,27.0,1.7,70.8,3.0,65.0,36.0,105.0,80.0,48.0,69.0,54.0,125.0,1729.0,95.0,25.0,162.0,53.0,23.0,72.0,267.0
596,Mickael Cuisance,MF,Marseille,fr Ligue 1,11.4,2,9.0,0.9,85.8,0.7,42.0,9.0,35.0,18.0,17.0,14.0,7.0,33.0,668.0,21.0,14.0,53.0,19.0,5.0,9.0,88.0
597,Mickael Cuisance,FW,Bayern Munich,de Bundesliga,0.2,0,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
598,Matheus Cunha,"FW,MF",Hertha BSC,de Bundesliga,23.9,7,66.0,5.8,65.9,4.8,65.0,25.0,74.0,104.0,30.0,38.0,35.0,74.0,1194.0,101.0,78.0,157.0,59.0,36.0,15.0,231.0
599,Giuseppe Cuomo,DF,Crotone,it Serie A,8.9,0,2.0,0.2,82.4,0.0,21.0,1.0,24.0,2.0,14.0,16.0,15.0,42.0,614.0,4.0,4.0,27.0,5.0,0.0,24.0,51.0
600,Patrick Cutrone,"FW,MF",Wolves,eng Premier League,0.3,0,1.0,0.2,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
601,Patrick Cutrone,"FW,MF",Fiorentina,it Serie A,2.2,0,3.0,0.2,78.6,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,81.0,7.0,0.0,6.0,0.0,1.0,4.0,7.0
602,Patrick Cutrone,FW,Valencia,es La Liga,1.2,0,3.0,0.5,75.0,0.2,1.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,30.0,4.0,2.0,5.0,0.0,0.0,0.0,8.0
603,Wylan Cyprien,MF,Parma,it Serie A,4.6,0,6.0,0.2,84.1,0.2,18.0,3.0,17.0,13.0,6.0,13.0,3.0,13.0,342.0,2.0,1.0,17.0,1.0,0.0,4.0,34.0
604,Rafael Czichos,DF,Koln,de Bundesliga,25.1,1,10.0,1.5,85.1,0.1,86.0,7.0,97.0,16.0,37.0,41.0,38.0,101.0,1609.0,14.0,5.0,69.0,8.0,0.0,78.0,166.0
605,Lennart-Marten Czyborra,DF,Genoa,it Serie A,13.0,1,5.0,0.3,74.6,0.2,20.0,9.0,26.0,6.0,7.0,25.0,12.0,27.0,694.0,13.0,10.0,41.0,7.0,2.0,11.0,67.0
606,Danilo D'Ambrosio,DF,Inter,it Serie A,7.8,3,8.0,1.3,90.1,0.1,30.0,4.0,27.0,6.0,11.0,13.0,6.0,22.0,555.0,10.0,1.0,29.0,8.0,0.0,14.0,56.0
607,Damien Da Silva,DF,Rennes,fr Ligue 1,29.6,4,23.0,1.8,89.2,0.6,145.0,6.0,124.0,18.0,18.0,29.0,40.0,69.0,2268.0,32.0,11.0,136.0,21.0,0.0,87.0,260.0
