Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches
2285,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,35-055,1986,8.2,5,0.61,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2286,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25-263,1995,22.5,82,3.65,52,25,0,1,4,0,11,0.49,6,3,0,0,2,0,0,Matches
2287,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,29-033,1992,20.1,47,2.34,26,19,0,1,1,0,6,0.30,4,2,0,0,0,0,0,Matches
2288,Eldor Shomurodov\Eldor-Shomurodov,uz UZB,FW,Genoa,it Serie A,25-276,1995,13.6,36,2.65,28,0,3,3,1,1,5,0.37,3,0,1,1,0,0,0,Matches
2289,Shola Shoretire\Shola-Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,17-058,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2290,Mahame Siby\Mahame-Siby,fr FRA,MF,Strasbourg,fr Ligue 1,24-268,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2291,Abdoulaye Sidibé\Abdoulaye-Sidibe,fr FRA,MF,Saint-Étienne,fr Ligue 1,19-051,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2292,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Monaco,fr Ligue 1,28-246,1992,14.8,36,2.43,23,12,0,0,1,0,3,0.20,1,2,0,0,0,0,0,Matches
2293,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,31-221,1989,7.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2294,Kaj Sierhuis\Kaj-Sierhuis,nl NED,FW,Reims,fr Ligue 1,22-339,1998,6.1,13,2.12,12,0,0,0,1,0,1,0.16,1,0,0,0,0,0,0,Matches
2295,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,31-205,1989,16.7,38,2.27,21,15,0,1,1,0,4,0.24,3,1,0,0,0,0,0,Matches
2296,Luca Siligardi\Luca-Siligardi,it ITA,MF,Crotone,it Serie A,33-065,1988,0.5,3,5.51,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2297,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,33-065,1988,0.4,3,7.94,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2298,Adrien Silva\Adrien-Silva,pt POR,MF,Sampdoria,it Serie A,32-017,1989,13.0,21,1.62,21,0,0,0,0,0,1,0.08,1,0,0,0,0,0,0,Matches
2299,André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,25-146,1995,22.7,52,2.29,35,0,6,4,6,1,9,0.40,4,0,0,1,4,0,0,Matches
2300,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,eng Premier League,26-234,1994,19.1,66,3.46,50,2,5,4,3,2,6,0.31,5,0,0,1,0,0,0,Matches
2301,Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,br BRA,DF,Monaco,fr Ligue 1,23-244,1997,18.4,38,2.06,29,3,1,2,3,0,5,0.27,4,0,0,0,1,0,0,Matches
2302,David Silva\David-Silva,es ESP,MF,Real Sociedad,es La Liga,35-083,1986,12.8,50,3.91,38,4,5,3,0,0,11,0.86,9,0,2,0,0,0,0,Matches
2303,Fábio Silva\Fabio-Silva,pt POR,FW,Wolves,eng Premier League,18-256,2002,9.1,17,1.86,9,0,2,3,3,0,1,0.11,0,0,0,0,1,0,0,Matches
2304,Florent da Silva\Florent-da-Silva,fr FRA,FW,Lyon,fr Ligue 1,17-364,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2305,Gabriel Silva\Gabriel-Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,29-323,1991,0.9,1,1.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2306,Gastón Silva\Gaston-Silva,uy URU,DF,Huesca,es La Liga,27-027,1994,4.5,3,0.66,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2307,Rui Silva\Rui-Silva,pt POR,GK,Granada,es La Liga,27-053,1994,27.0,3,0.11,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2308,Thiago Silva\Thiago-Silva,br BRA,DF,Chelsea,eng Premier League,36-191,1984,16.2,12,0.74,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2309,Marco Silvestri\Marco-Silvestri,it ITA,GK,Hellas Verona,it Serie A,30-030,1991,28.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2310,Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,20-333,2000,17.9,14,0.78,10,0,1,0,2,1,2,0.11,2,0,0,0,0,0,0,Matches
2311,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Cagliari,it Serie A,25-270,1995,17.2,25,1.46,13,0,6,2,3,1,1,0.06,1,0,0,0,0,0,0,Matches
2312,Moses Simon\Moses-Simon,ng NGA,FWMF,Nantes,fr Ligue 1,25-263,1995,19.0,39,2.05,24,8,2,3,2,0,1,0.05,1,0,0,0,0,0,0,Matches
2313,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,23-294,1997,28.0,3,0.11,3,0,0,0,0,0,1,0.04,1,0,0,0,0,0,0,Matches
2314,Jóan Símun Edmundsson\Joan-Simun-Edmundsson,fo FRO,MFFW,Arminia,de Bundesliga,29-249,1991,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2315,Wilfried Singo\Wilfried-Singo,ci CIV,DF,Torino,it Serie A,20-097,2000,15.9,28,1.76,22,1,1,1,3,0,4,0.25,3,0,0,0,1,0,0,Matches
2316,Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,25-271,1995,14.7,28,1.91,22,4,0,0,1,1,3,0.20,2,0,0,0,1,0,0,Matches
2317,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Huesca,es La Liga,32-197,1988,27.0,10,0.37,6,0,0,3,1,0,1,0.04,0,0,0,1,0,0,0,Matches
2318,Tobias Sippel\Tobias-Sippel,de GER,GK,M'Gladbach,de Bundesliga,33-010,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2319,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,34-079,1987,25.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2320,Issouf Sissokho\Issouf-Sissokho,ml MLI,MF,Bordeaux,fr Ligue 1,19-061,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2321,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,23-156,1997,24.6,24,0.98,20,0,0,2,2,0,3,0.12,3,0,0,0,0,0,0,Matches
2322,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,31-228,1989,16.3,16,0.98,15,0,0,0,1,0,1,0.06,1,0,0,0,0,0,0,Matches
2323,Nelson Sissoko\Nelson-Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,24-025,1997,5.3,5,0.95,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2324,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,de Bundesliga,25-326,1995,24.2,30,1.24,23,2,2,3,0,0,3,0.12,1,0,1,1,0,0,0,Matches
2325,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,29-331,1991,21.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2326,Andreas Skov Olsen\Andreas-Skov-Olsen,dk DEN,FW,Bologna,it Serie A,21-093,1999,7.6,19,2.49,15,2,2,0,0,0,2,0.26,2,0,0,0,0,0,0,Matches
2327,Robert Skov\Robert-Skov,dk DEN,DFFW,Hoffenheim,de Bundesliga,24-316,1996,7.9,18,2.27,10,6,0,2,0,0,1,0.13,0,0,0,1,0,0,0,Matches
2328,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,26-049,1995,21.9,11,0.50,9,0,0,2,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2329,Steven Skrzybski\Steven-Skrzybski,de GER,FW,Schalke 04,de Bundesliga,28-134,1992,4.1,7,1.71,3,1,0,2,1,0,1,0.24,0,0,0,1,0,0,0,Matches
2330,Petar Škuletić\Petar-Skuletic,rs SRB,FWMF,Montpellier,fr Ligue 1,30-276,1990,1.9,5,2.65,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2331,Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,eng Premier League,32-287,1988,0.2,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2332,Islam Slimani\Islam-Slimani,dz ALG,FW,Lyon,fr Ligue 1,32-287,1988,2.4,6,2.49,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2333,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,eng Premier League,21-039,2000,1.9,3,1.57,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2334,Chris Smalling\Chris-Smalling,eng ENG,DF,Roma,it Serie A,31-130,1989,10.7,4,0.37,4,0,0,0,0,0,1,0.09,1,0,0,0,0,0,0,Matches
2335,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MFFW,Arsenal,eng Premier League,20-247,2000,10.5,31,2.95,25,0,2,2,2,0,7,0.67,6,0,0,1,0,0,0,Matches
2336,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Brom,eng Premier League,33-206,1987,5.8,6,1.03,6,0,0,0,0,0,1,0.17,1,0,0,0,0,0,0,Matches
2337,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWDF,West Ham,eng Premier League,33-206,1987,0.1,1,18.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2338,Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,eng Premier League,29-213,1991,7.8,13,1.67,8,2,2,0,0,1,3,0.39,2,0,0,0,0,1,0,Matches
2339,Rafa Soares\Rafa-Soares,pt POR,DF,Eibar,es La Liga,25-327,1995,9.6,17,1.77,14,3,0,0,0,0,1,0.10,1,0,0,0,0,0,0,Matches
2340,Rubén Sobrino\Ruben-Sobrino,es ESP,MFFW,Valencia,es La Liga,28-304,1992,0.5,1,1.84,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2341,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Cádiz,es La Liga,28-304,1992,5.9,9,1.54,6,0,1,0,2,0,3,0.51,1,0,0,0,2,0,0,Matches
2342,Simon Sohm\Simon-Sohm,ch SUI,MF,Parma,it Serie A,19-355,2001,7.1,7,0.98,5,0,2,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2343,Augusto Solari\Augusto-Solari,ar ARG,MF,Celta Vigo,es La Liga,29-088,1992,2.9,9,3.09,9,0,0,0,0,0,2,0.69,2,0,0,0,0,0,0,Matches
2344,Roberto Soldado\Roberto-Soldado,es ESP,FW,Granada,es La Liga,35-309,1985,12.8,18,1.41,12,0,0,2,3,1,1,0.08,0,0,0,0,1,0,0,Matches
2345,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,24-089,1997,21.7,58,2.67,25,25,3,2,3,0,8,0.37,1,5,0,1,1,0,0,Matches
2346,Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,32-105,1988,25.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2347,Son\Son,es ESP,DFMF,Levante,es La Liga,27-002,1994,9.0,24,2.66,18,3,1,0,2,0,1,0.11,0,1,0,0,0,0,0,Matches
2348,Brandon Soppy\Brandon-Soppy,fr FRA,DFMF,Rennes,fr Ligue 1,19-039,2002,5.1,7,1.38,3,0,1,0,3,0,0,0.00,0,0,0,0,0,0,0,Matches
2349,David Soria\David-Soria,es ESP,GK,Getafe,es La Liga,27-362,1993,19.0,4,0.21,3,1,0,0,0,0,1,0.05,1,0,0,0,0,0,0,Matches
2350,Roberto Soriano\Roberto-Soriano,it ITA,MF,Bologna,it Serie A,30-052,1991,27.6,77,2.79,65,0,3,1,7,1,9,0.33,7,0,0,1,1,0,0,Matches
2351,Alberto Soro\Alberto-Soro,es ESP,FWMF,Granada,es La Liga,22-023,1999,2.8,6,2.12,5,0,1,0,0,0,2,0.71,2,0,0,0,0,0,0,Matches
2352,Borna Sosa\Borna-Sosa,hr CRO,DF,Stuttgart,de Bundesliga,23-070,1998,18.0,58,3.22,44,11,0,1,2,0,9,0.50,6,3,0,0,0,0,0,Matches
2353,Florian Sotoca\Florian-Sotoca,fr FRA,FW,Lens,fr Ligue 1,30-158,1990,24.7,54,2.18,37,0,4,2,11,0,7,0.28,6,0,0,0,1,0,0,Matches
2354,Riccardo Sottil\Riccardo-Sottil,it ITA,MFFW,Cagliari,it Serie A,21-302,1999,13.0,37,2.84,25,1,3,4,3,1,4,0.31,2,0,0,1,0,1,0,Matches
2355,Cheick Souaré\Cheick-Souare,fr FRA,MF,Marseille,fr Ligue 1,18-210,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2356,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,eng Premier League,26-033,1995,29.0,35,1.21,24,2,1,4,4,0,4,0.14,2,0,0,2,0,0,0,Matches
2357,Rayan Souici\Rayan-Souici,fr FRA,DF,Saint-Étienne,fr Ligue 1,23-032,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2358,Cebio Soukou\Cebio-Soukou,bj BEN,FWMF,Arminia,de Bundesliga,28-181,1992,4.7,8,1.70,6,0,1,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
2359,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Bologna,it Serie A,28-287,1992,9.5,7,0.74,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2360,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,28-287,1992,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2361,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,fr Ligue 1,22-033,1999,13.5,21,1.56,19,0,0,1,0,1,0,0.00,0,0,0,0,0,0,0,Matches
2362,Yaya Soumaré\Yaya-Soumare,fr FRA,FW,Lyon,fr Ligue 1,21-068,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2363,Arnaud Souquet\Arnaud-Souquet,fr FRA,DF,Montpellier,fr Ligue 1,29-048,1992,11.1,20,1.80,17,1,1,1,0,0,2,0.18,2,0,0,0,0,0,0,Matches
2364,Djibril Sow\Djibril-Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,24-054,1997,17.9,26,1.45,23,0,0,0,2,1,5,0.28,4,0,0,0,1,0,0,Matches
2365,Saidou Sow\Saidou-Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,18-271,2002,9.1,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2366,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,eng Premier League,24-313,1996,13.2,6,0.45,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,0,Matches
2367,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Roma,it Serie A,28-007,1993,22.1,63,2.85,52,0,10,1,0,0,8,0.36,8,0,0,0,0,0,0,Matches
2368,Marco Sportiello\Marco-Sportiello,it ITA,GK,Atalanta,it Serie A,28-326,1992,12.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2369,Mattia Sprocati\Mattia-Sprocati,it ITA,FW,Parma,it Serie A,27-338,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2370,Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,de Bundesliga,24-164,1996,24.0,22,0.92,15,1,2,2,1,1,4,0.17,3,1,0,0,0,0,0,Matches
2371,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,MFDF,Schalke 04,de Bundesliga,30-231,1990,17.7,19,1.07,15,1,0,0,2,1,3,0.17,3,0,0,0,0,0,0,Matches
2372,Niklas Stark\Niklas-Stark,de GER,DFMF,Hertha BSC,de Bundesliga,25-352,1995,25.9,10,0.39,7,0,0,1,1,1,0,0.00,0,0,0,0,0,0,0,Matches
2373,Renato Steffen\Renato-Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,29-149,1991,17.4,49,2.82,37,0,4,3,3,2,8,0.46,7,0,0,0,1,0,0,Matches
2374,Zack Steffen\Zack-Steffen,us USA,GK,Manchester City,eng Premier League,25-364,1995,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2375,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Stuttgart,de Bundesliga,25-012,1996,11.7,8,0.69,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2376,Dale Stephens\Dale-Stephens,eng ENG,MF,Burnley,eng Premier League,31-293,1989,2.9,2,0.69,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2377,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,27-064,1994,12.1,11,0.91,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
2378,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,eng Premier League,26-114,1994,22.9,77,3.37,51,0,11,7,8,0,11,0.48,6,0,2,2,1,0,0,Matches
2379,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,30-266,1990,21.0,21,1.00,19,0,1,0,1,0,2,0.10,1,0,0,0,1,0,0,Matches
2380,Lars Stindl\Lars-Stindl,de GER,MFFW,M'Gladbach,de Bundesliga,32-218,1988,18.1,58,3.21,43,6,0,5,2,2,10,0.55,6,0,0,3,0,1,0,Matches
2381,Kevin Stöger\Kevin-Stoger,at AUT,MFFW,Mainz 05,de Bundesliga,27-217,1993,5.7,19,3.32,15,3,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2382,John Stones\John-Stones,eng ENG,DF,Manchester City,eng Premier League,26-308,1994,18.0,7,0.39,7,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
2383,Thomas Strakosha\Thomas-Strakosha,al ALB,GK,Lazio,it Serie A,26-013,1995,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2384,Tobias Strobl\Tobias-Strobl,de GER,MF,Augsburg,de Bundesliga,30-324,1990,18.3,22,1.21,21,1,0,0,0,0,1,0.05,1,0,0,0,0,0,0,Matches
2385,Kevin Strootman\Kevin-Strootman,nl NED,MF,Genoa,it Serie A,31-047,1990,8.5,19,2.24,17,1,0,0,1,0,3,0.35,3,0,0,0,0,0,0,Matches
2386,Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,fr Ligue 1,31-047,1990,2.6,4,1.55,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2387,Pascal Struijk\Pascal-Struijk,nl NED,DFMF,Leeds United,eng Premier League,21-233,1999,16.8,6,0.36,5,0,0,1,0,0,1,0.06,1,0,0,0,0,0,0,Matches
2388,Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DF,Udinese,it Serie A,30-039,1991,20.3,23,1.13,21,0,1,1,0,0,2,0.10,2,0,0,0,0,0,0,Matches
2389,Stefano Sturaro\Stefano-Sturaro,it ITA,MF,Hellas Verona,it Serie A,28-023,1993,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2390,Stefano Sturaro\Stefano-Sturaro,it ITA,MF,Genoa,it Serie A,28-023,1993,4.9,6,1.21,2,4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2391,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,32-339,1988,20.1,23,1.14,10,7,1,1,3,1,2,0.10,1,0,1,0,0,0,0,Matches
2392,Denis Suárez\Denis-Suarez,es ESP,MF,Celta Vigo,es La Liga,27-085,1994,22.3,52,2.34,32,12,2,2,3,1,8,0.36,6,2,0,0,0,0,0,Matches
2393,Luis Suárez\Luis-Suarez,uy URU,FW,Atlético Madrid,es La Liga,34-067,1987,21.7,52,2.39,33,1,3,8,7,0,8,0.37,3,0,1,1,3,0,0,Matches
2394,Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,de Bundesliga,33-003,1988,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2395,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,de Bundesliga,25-210,1995,14.9,27,1.81,24,0,1,2,0,0,4,0.27,4,0,0,0,0,0,0,Matches
2396,Suso\Suso,es ESP,FW,Sevilla,es La Liga,27-133,1993,16.6,65,3.91,48,3,9,1,3,1,9,0.54,7,1,0,1,0,0,0,Matches
2397,Bosko Sutalo\Bosko-Sutalo,hr CRO,DF,Atalanta,it Serie A,21-090,2000,2.6,5,1.93,5,0,0,0,0,0,1,0.39,1,0,0,0,0,0,0,Matches
2398,Mattias Svanberg\Mattias-Svanberg,se SWE,MF,Bologna,it Serie A,22-086,1999,14.7,35,2.38,24,0,4,4,3,0,4,0.27,3,0,1,0,0,0,0,Matches
2399,Abdoulaye Sylla\Abdoulaye-Sylla,gn GUI,DF,Nantes,fr Ligue 1,20-356,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2400,Issiaga Sylla\Issiaga-Sylla,gn GUI,DF,Lens,fr Ligue 1,27-090,1994,11.4,19,1.67,13,3,0,1,1,1,0,0.00,0,0,0,0,0,0,0,Matches
2401,Eddy Sylvestre\Eddy-Sylvestre,fr FRA,FWMF,Nice,fr Ligue 1,21-215,1999,1.1,2,1.86,1,0,0,0,1,0,1,0.93,0,0,0,0,1,0,0,Matches
2402,Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,de Bundesliga,33-113,1987,5.6,6,1.08,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,0,Matches
2403,Wojciech Szczęsny\Wojciech-Szczesny,pl POL,GK,Juventus,it Serie A,30-348,1990,22.0,1,0.05,1,0,0,0,0,0,1,0.05,1,0,0,0,0,0,0,Matches
2404,Frederik Sørensen\Frederik-Sorensen,dk DEN,DF,Köln,de Bundesliga,28-352,1992,1.1,1,0.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2405,Alexander Sørloth\Alexander-Sorloth,no NOR,FW,RB Leipzig,de Bundesliga,25-117,1995,12.5,46,3.69,34,0,2,6,1,3,3,0.24,2,0,0,1,0,0,0,Matches
2406,Tachi\Tachi,es ESP,DF,Alavés,es La Liga,23-203,1997,6.4,4,0.62,1,1,0,0,2,0,1,0.16,0,0,0,0,1,0,0,Matches
2407,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,de Bundesliga,25-049,1996,18.2,3,0.17,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2408,Flavien Tait\Flavien-Tait,fr FRA,MFFW,Rennes,fr Ligue 1,28-058,1993,8.6,26,3.03,16,3,5,0,1,1,2,0.23,1,0,1,0,0,0,0,Matches
2409,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Hellas Verona,it Serie A,27-056,1994,22.1,31,1.40,24,0,3,0,2,2,3,0.14,2,0,1,0,0,0,0,Matches
2410,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,eng Premier League,22-001,1999,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2411,Renato Tapia\Renato-Tapia,pe PER,MF,Celta Vigo,es La Liga,25-247,1995,24.7,21,0.85,17,0,0,1,2,1,3,0.12,3,0,0,0,0,0,0,Matches
2412,Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,22-058,1999,22.5,21,0.93,21,0,0,0,0,0,1,0.04,1,0,0,0,0,0,0,Matches
2413,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,eng Premier League,25-195,1995,27.8,50,1.80,40,7,0,0,2,1,5,0.18,3,1,0,0,1,0,0,Matches
2414,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,eng Premier League,28-133,1992,27.0,14,0.52,9,4,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2415,Ciprian Tătărușanu\Ciprian-Tatarusanu,ro ROU,GK,Milan,it Serie A,35-051,1986,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2416,Percy Tau\Percy-Tau,za RSA,FWMF,Brighton,eng Premier League,26-323,1994,0.9,3,3.18,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2417,Niklas Tauer\Niklas-Tauer,de GER,MFDF,Mainz 05,de Bundesliga,20-043,2001,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2418,Heriberto Tavares\Heriberto-Tavares,pt POR,MFFW,Brest,fr Ligue 1,24-041,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2419,Sidnei Tavares\Sidnei-Tavares,pt POR,MF,Leicester City,eng Premier League,19-184,2001,0.9,1,1.06,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2420,Tomás Tavares\Tomas-Tavares,pt POR,MFDF,Alavés,es La Liga,20-025,2001,0.7,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2421,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,eng Premier League,27-195,1993,19.3,20,1.04,15,1,0,1,3,0,3,0.16,2,0,0,0,1,0,0,Matches
2422,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,eng Premier League,32-053,1989,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2423,Allan Tchaptchet\Allan-Tchaptchet,fr FRA,DF,Southampton,eng Premier League,19-101,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2424,Warren Tchimbembé\Warren-Tchimbembe,fr FRA,MFFW,Metz,fr Ligue 1,22-345,1998,5.5,10,1.82,8,0,0,1,0,1,2,0.36,1,0,0,1,0,0,0,Matches
2425,Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Monaco,fr Ligue 1,21-064,2000,27.1,45,1.66,33,0,1,5,4,2,7,0.26,6,0,0,0,1,0,0,Matches
2426,Álvaro Tejero\Alvaro-Tejero,es ESP,DF,Eibar,es La Liga,24-255,1996,1.2,4,3.27,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
