,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Att,Cmp%,Att.1,Att.2,Att.3,xA,1/3_x,PPA,Prog_x,SCA,TklW,Att_def,Tkl%,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Att_pos,Succ%,Prog_y,1/3_y,CPA,Won,Lost,Won%,Live,FK,Press,Sw,Crs,Ground,Low,High,TI,Out.1,Att_aer,Prog+,short_model,medium_model,long_model,live_model,fk_model,sw_model,crs_model,ground_model,low_model,high_model,ti_model,press_model,model_final,diff_pass,Season
1519,Imran Louza,MF,Watford,eng Premier League,11.9,0,10.0,0.4,537.0,76.5,169.0,208.0,144.0,0.8,46.0,7.0,41.0,24.0,15.0,35.0,42.9,13.0,33.0,71.0,663.0,6.0,11.0,20.0,55.0,28.0,8.0,2.0,7.0,10.0,41.2,481.0,28.0,63.0,25.0,13.0,316.0,65.0,156.0,5.0,11,17.0,69.0,31.471135940409685,38.733705772811916,26.81564245810056,89.57169459962756,5.21415270018622,4.655493482309125,2.4208566108007448,58.845437616387336,12.104283054003725,29.050279329608937,0.931098696461825,11.731843575418994,74.7,1.8,2021
1520,Matteo Lovato,"DF,MF",Atalanta,it Serie A,3.4,0,1.0,0.0,196.0,85.2,79.0,87.0,27.0,0.1,9.0,2.0,6.0,3.0,2.0,4.0,50.0,3.0,6.0,12.0,224.0,3.0,1.0,3.0,33.3,12.0,1.0,0.0,14.0,3.0,82.4,191.0,5.0,22.0,3.0,1.0,150.0,15.0,31.0,0.0,3,17.0,18.0,40.30612244897959,44.38775510204081,13.775510204081632,97.44897959183673,2.5510204081632653,1.530612244897959,0.5102040816326531,76.53061224489795,7.653061224489796,15.816326530612244,0.0,11.224489795918368,84.0,1.2,2021
1521,Matteo Lovato,DF,Cagliari,it Serie A,9.4,0,4.0,0.3,414.0,82.1,104.0,205.0,94.0,0.0,9.0,0.0,13.0,0.0,3.0,10.0,30.0,18.0,37.0,53.0,514.0,3.0,3.0,5.0,60.0,5.0,0.0,0.0,31.0,17.0,64.6,375.0,35.0,59.0,8.0,0.0,278.0,41.0,95.0,3.0,8,48.0,18.0,25.120772946859905,49.51690821256039,22.705314009661837,90.57971014492753,8.454106280193237,1.932367149758454,0.0,67.14975845410628,9.903381642512077,22.946859903381643,0.7246376811594203,14.251207729468598,79.0,3.1,2021
1522,Eduard Lowen,MF,Bochum,de Bundesliga,13.9,1,31.0,1.9,569.0,67.0,204.0,174.0,157.0,3.0,45.0,8.0,58.0,47.0,11.0,37.0,29.7,17.0,17.0,46.0,748.0,31.0,14.0,31.0,45.2,42.0,15.0,6.0,27.0,32.0,45.8,459.0,55.0,124.0,45.0,31.0,283.0,95.0,191.0,5.0,13,59.0,100.0,35.85237258347979,30.579964850615113,27.59226713532513,80.66783831282953,9.666080843585238,7.9086115992970125,5.448154657293498,49.73637961335677,16.695957820738137,33.567662565905096,0.8787346221441125,21.79261862917399,67.9,-0.9,2021
1523,Matthew Lowton,DF,Burnley,eng Premier League,17.0,1,8.0,0.5,752.0,68.9,292.0,230.0,197.0,1.2,54.0,20.0,69.0,30.0,19.0,41.0,46.3,38.0,31.0,70.0,929.0,7.0,7.0,13.0,53.8,48.0,17.0,1.0,23.0,23.0,50.0,577.0,16.0,80.0,21.0,32.0,306.0,178.0,268.0,159.0,17,46.0,117.0,38.829787234042556,30.585106382978722,26.1968085106383,76.72872340425532,2.127659574468085,2.7925531914893615,4.25531914893617,40.691489361702125,23.670212765957448,35.638297872340424,21.143617021276597,10.638297872340425,68.2,0.7,2021
1524,Anthony Lozano,"FW,MF",Cadiz,es La Liga,17.1,5,41.0,4.0,276.0,60.5,151.0,67.0,29.0,0.8,11.0,6.0,18.0,31.0,2.0,12.0,16.7,17.0,8.0,19.0,510.0,73.0,23.0,43.0,53.5,62.0,25.0,17.0,44.0,67.0,39.6,260.0,0.0,96.0,7.0,21.0,156.0,56.0,64.0,2.0,2,111.0,80.0,54.710144927536234,24.27536231884058,10.507246376811594,94.20289855072464,0.0,2.536231884057971,7.608695652173913,56.52173913043478,20.28985507246377,23.18840579710145,0.7246376811594203,34.78260869565217,63.9,-3.4,2021
1525,Hirving Lozano,FW,Napoli,it Serie A,13.3,4,44.0,4.7,458.0,79.0,233.0,160.0,26.0,1.8,12.0,22.0,38.0,42.0,9.0,24.0,37.5,23.0,10.0,29.0,647.0,76.0,20.0,33.0,60.6,107.0,24.0,28.0,10.0,14.0,41.7,450.0,1.0,83.0,6.0,30.0,355.0,61.0,42.0,6.0,8,24.0,145.0,50.87336244541485,34.93449781659389,5.676855895196507,98.2532751091703,0.2183406113537118,1.3100436681222707,6.550218340611353,77.51091703056768,13.318777292576419,9.170305676855895,1.3100436681222707,18.12227074235808,78.3,0.7,2021
1526,Jean Lucas,MF,Monaco,fr Ligue 1,15.7,1,24.0,2.3,806.0,79.5,334.0,280.0,157.0,1.6,60.0,18.0,56.0,34.0,11.0,35.0,31.4,23.0,27.0,76.0,1007.0,32.0,33.0,46.0,71.7,83.0,31.0,6.0,12.0,29.0,29.3,753.0,19.0,138.0,39.0,32.0,586.0,85.0,135.0,1.0,16,41.0,139.0,41.43920595533499,34.7394540942928,19.478908188585606,93.42431761786601,2.357320099255583,4.838709677419355,3.970223325062035,72.70471464019852,10.54590570719603,16.74937965260546,0.12406947890818859,17.121588089330025,80.9,-1.4,2021
1527,Anderson Lucoqui,DF,Mainz 05,de Bundesliga,6.8,1,8.0,0.8,186.0,62.4,55.0,80.0,40.0,0.2,11.0,4.0,14.0,9.0,6.0,13.0,46.2,16.0,7.0,26.0,282.0,8.0,1.0,5.0,20.0,9.0,8.0,1.0,5.0,7.0,41.7,152.0,0.0,29.0,3.0,8.0,77.0,39.0,70.0,34.0,9,12.0,23.0,29.56989247311828,43.01075268817204,21.50537634408602,81.72043010752688,0.0,1.6129032258064515,4.301075268817204,41.39784946236559,20.967741935483872,37.634408602150536,18.27956989247312,15.591397849462366,65.4,-3.0,2021
1528,Jose Luis Gaya,DF,Valencia,es La Liga,16.1,2,15.0,0.8,657.0,71.2,233.0,257.0,151.0,1.2,26.0,24.0,48.0,30.0,15.0,31.0,48.4,25.0,29.0,60.0,819.0,21.0,13.0,21.0,61.9,55.0,29.0,4.0,13.0,19.0,40.6,494.0,20.0,68.0,29.0,46.0,285.0,139.0,233.0,142.0,14,32.0,103.0,35.464231354642315,39.117199391171994,22.98325722983257,75.19025875190259,3.0441400304414,4.41400304414003,7.001522070015221,43.37899543378995,21.15677321156773,35.464231354642315,21.61339421613394,10.350076103500761,70.3,0.9,2021
1529,Jose Luis Morales,"FW,MF",Levante,es La Liga,22.4,9,49.0,6.9,560.0,66.1,215.0,182.0,113.0,3.3,36.0,20.0,43.0,57.0,11.0,34.0,32.4,22.0,13.0,35.0,881.0,109.0,35.0,89.0,39.3,108.0,41.0,40.0,17.0,24.0,41.5,513.0,10.0,127.0,27.0,58.0,326.0,117.0,117.0,11.0,16,41.0,151.0,38.392857142857146,32.5,20.178571428571427,91.60714285714286,1.7857142857142858,4.821428571428571,10.357142857142858,58.214285714285715,20.892857142857142,20.892857142857142,1.9642857142857142,22.678571428571427,68.1,-2.0,2021
1530,Jose Luis Palomino,DF,Atalanta,it Serie A,22.9,1,10.0,1.1,1286.0,82.4,368.0,604.0,283.0,0.2,73.0,2.0,84.0,11.0,22.0,42.0,52.4,51.0,69.0,145.0,1561.0,24.0,2.0,3.0,66.7,71.0,12.0,0.0,103.0,34.0,75.2,1236.0,46.0,177.0,22.0,6.0,895.0,146.0,245.0,4.0,16,137.0,155.0,28.615863141524105,46.96734059097978,22.006220839813373,96.11197511664075,3.576982892690513,1.7107309486780715,0.4665629860031104,69.59564541213064,11.35303265940902,19.051321928460343,0.3110419906687403,13.763608087091757,80.3,2.1,2021
1531,Florentino Luis,MF,Getafe,es La Liga,8.6,0,3.0,0.1,345.0,83.8,139.0,138.0,49.0,0.2,31.0,2.0,26.0,12.0,13.0,31.0,41.9,16.0,23.0,60.0,444.0,3.0,3.0,6.0,50.0,15.0,1.0,0.0,19.0,20.0,48.7,341.0,4.0,82.0,9.0,2.0,237.0,50.0,58.0,0.0,7,39.0,41.0,40.289855072463766,40.0,14.202898550724637,98.84057971014492,1.1594202898550725,2.608695652173913,0.5797101449275363,68.69565217391305,14.492753623188406,16.81159420289855,0.0,23.768115942028984,77.7,6.1,2021
1532,Luismi,FW,Sevilla,es La Liga,0.1,0,0.0,0.0,9.0,66.7,5.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,2.0,0.0,0.0,6.0,3.0,0.0,1.0,0,0.0,1.0,55.55555555555556,33.333333333333336,0.0,88.88888888888889,0.0,0.0,0.0,66.66666666666667,33.333333333333336,0.0,11.11111111111111,22.22222222222222,77.5,-10.8,2021
1533,Douglas Luiz,MF,Aston Villa,eng Premier League,23.1,1,19.0,1.3,1077.0,82.2,403.0,423.0,219.0,2.0,57.0,16.0,75.0,56.0,17.0,52.0,32.7,30.0,51.0,102.0,1306.0,4.0,12.0,27.0,44.4,65.0,16.0,0.0,29.0,25.0,53.7,941.0,85.0,140.0,37.0,19.0,753.0,120.0,204.0,7.0,21,54.0,140.0,37.41875580315692,39.27576601671309,20.33426183844011,87.37233054781801,7.892293407613742,3.4354688950789227,1.7641597028783658,69.91643454038997,11.142061281337048,18.941504178272982,0.6499535747446611,12.999071494893222,80.6,1.6,2021
1534,Romelu Lukaku,FW,Chelsea,eng Premier League,13.8,5,29.0,4.5,241.0,72.2,142.0,62.0,12.0,2.2,6.0,8.0,12.0,31.0,0.0,2.0,0.0,5.0,1.0,3.0,377.0,76.0,11.0,20.0,55.0,34.0,10.0,18.0,39.0,39.0,50.0,222.0,0.0,91.0,1.0,6.0,166.0,43.0,32.0,0.0,0,78.0,46.0,58.92116182572614,25.726141078838175,4.979253112033195,92.11618257261411,0.0,0.4149377593360996,2.4896265560165975,68.87966804979253,17.842323651452283,13.278008298755188,0.0,37.75933609958506,71.7,0.5,2021
1535,Castello Lukeba,DF,Lyon,fr Ligue 1,16.3,1,4.0,0.8,1247.0,92.0,376.0,676.0,176.0,0.1,46.0,1.0,66.0,9.0,6.0,14.0,42.9,20.0,47.0,68.0,1395.0,8.0,8.0,10.0,80.0,55.0,5.0,0.0,47.0,29.0,61.8,1215.0,25.0,114.0,12.0,0.0,1109.0,53.0,85.0,6.0,13,76.0,121.0,30.152365677626303,54.21010425020048,14.113873295910185,97.43384121892542,2.0048115477145148,0.9623095429029671,0.0,88.93344025661588,4.250200481154772,6.8163592622293505,0.48115477145148355,9.141940657578187,91.8,0.2,2021
1536,Dodi Lukebakio,FW,Hertha BSC,de Bundesliga,2.0,1,3.0,0.3,36.0,75.0,17.0,12.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,3.0,1.0,5.0,68.0,7.0,4.0,8.0,50.0,6.0,4.0,2.0,2.0,2.0,50.0,33.0,0.0,12.0,1.0,1.0,24.0,8.0,4.0,1.0,0,4.0,6.0,47.22222222222222,33.333333333333336,13.88888888888889,91.66666666666667,0.0,2.7777777777777777,2.7777777777777777,66.66666666666667,22.22222222222222,11.11111111111111,2.7777777777777777,33.333333333333336,76.5,-1.5,2021
1537,Dodi Lukebakio,"FW,MF",Wolfsburg,de Bundesliga,9.8,1,17.0,2.3,296.0,77.0,141.0,97.0,40.0,2.2,13.0,9.0,22.0,29.0,4.0,14.0,28.6,8.0,10.0,20.0,437.0,36.0,25.0,42.0,59.5,67.0,26.0,16.0,16.0,16.0,50.0,285.0,2.0,76.0,6.0,17.0,218.0,33.0,45.0,5.0,3,32.0,89.0,47.63513513513514,32.770270270270274,13.513513513513514,96.28378378378379,0.6756756756756757,2.027027027027027,5.743243243243243,73.64864864864865,11.14864864864865,15.202702702702704,1.6891891891891893,25.675675675675677,77.6,-0.6,2021
1538,Sasa Lukic,MF,Torino,it Serie A,26.4,1,22.0,1.9,1414.0,87.1,541.0,598.0,215.0,4.1,113.0,16.0,79.0,64.0,14.0,33.0,42.4,47.0,42.0,88.0,1657.0,31.0,18.0,28.0,64.3,186.0,56.0,9.0,44.0,48.0,47.8,1343.0,63.0,193.0,31.0,19.0,1094.0,154.0,166.0,3.0,14,92.0,265.0,38.26025459688826,42.29137199434229,15.205091937765205,94.97878359264497,4.455445544554456,2.1923620933521923,1.3437057991513437,77.36916548797737,10.891089108910892,11.73974540311174,0.21216407355021216,13.649222065063649,83.7,3.4,2021
1539,Levi Lumeka,"DF,FW",Troyes,fr Ligue 1,0.7,0,0.0,0.0,17.0,58.8,6.0,6.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,23.0,2.0,3.0,3.0,100.0,2.0,1.0,1.0,0.0,2.0,0.0,16.0,0.0,5.0,0.0,3.0,12.0,2.0,3.0,1.0,0,2.0,2.0,35.294117647058826,35.294117647058826,23.529411764705884,94.11764705882354,0.0,0.0,17.647058823529413,70.58823529411765,11.764705882352942,17.647058823529413,5.882352941176471,29.41176470588235,70.8,-12.0,2021
1540,Sebastiano Luperto,DF,Empoli,it Serie A,15.8,0,8.0,0.7,721.0,86.5,158.0,381.0,168.0,0.4,45.0,5.0,46.0,13.0,5.0,10.0,50.0,35.0,41.0,67.0,924.0,8.0,0.0,1.0,0.0,37.0,10.0,0.0,37.0,40.0,48.1,674.0,28.0,62.0,16.0,1.0,558.0,45.0,118.0,3.0,6,77.0,83.0,21.914008321775313,52.843273231622746,23.300970873786408,93.48127600554785,3.883495145631068,2.219140083217753,0.13869625520110956,77.39251040221914,6.2413314840499305,16.36615811373093,0.4160887656033287,8.599167822468793,85.8,0.7,2021
1541,Andreas Luthe,GK,Union Berlin,de Bundesliga,25.0,0,0.0,0.0,916.0,66.7,107.0,271.0,535.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,986.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,655.0,60.0,59.0,8.0,0.0,436.0,38.0,442.0,0.0,14,0.0,0.0,11.681222707423581,29.58515283842795,58.4061135371179,71.5065502183406,6.550218340611353,0.8733624454148472,0.0,47.59825327510917,4.148471615720524,48.2532751091703,0.0,6.441048034934497,68.0,-1.3,2021
1542,Lyanco,DF,Southampton,eng Premier League,6.1,0,4.0,0.2,228.0,70.2,57.0,100.0,67.0,0.1,11.0,2.0,12.0,6.0,3.0,6.0,50.0,15.0,17.0,27.0,308.0,5.0,3.0,4.0,75.0,10.0,3.0,1.0,12.0,9.0,57.1,220.0,6.0,34.0,4.0,3.0,136.0,22.0,70.0,0.0,4,21.0,22.0,25.0,43.85964912280702,29.385964912280702,96.49122807017544,2.6315789473684212,1.7543859649122806,1.3157894736842106,59.64912280701754,9.649122807017545,30.70175438596491,0.0,14.912280701754385,73.9,-3.7,2021
1543,Charalambos Lykogiannis,DF,Cagliari,it Serie A,17.0,0,17.0,0.8,621.0,62.5,162.0,273.0,150.0,0.8,27.0,9.0,31.0,16.0,9.0,19.0,47.4,32.0,50.0,72.0,831.0,16.0,9.0,18.0,50.0,36.0,16.0,1.0,41.0,28.0,59.4,460.0,17.0,83.0,20.0,46.0,250.0,127.0,244.0,130.0,18,69.0,67.0,26.08695652173913,43.96135265700483,24.154589371980677,74.07407407407408,2.737520128824477,3.2206119162640903,7.407407407407407,40.25764895330113,20.45088566827697,39.2914653784219,20.933977455716587,13.365539452495975,65.4,-2.9,2021
1544,Yannis M'Bemba,"DF,FW",Nantes,fr Ligue 1,0.1,0,2.0,0.1,5.0,80.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.0,2.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,4.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1,1.0,0.0,60.0,0.0,40.0,80.0,20.0,20.0,0.0,80.0,0.0,20.0,0.0,0.0,99.8,-19.8,2021
1545,Alexis Mac Allister,"MF,FW",Brighton,eng Premier League,15.9,4,45.0,2.8,783.0,80.6,331.0,276.0,147.0,1.2,73.0,21.0,82.0,48.0,22.0,53.0,41.5,30.0,20.0,76.0,1024.0,35.0,12.0,30.0,40.0,74.0,21.0,1.0,21.0,15.0,58.3,716.0,25.0,120.0,38.0,17.0,563.0,88.0,132.0,2.0,11,36.0,156.0,42.27330779054917,35.24904214559387,18.773946360153257,91.44316730523627,3.1928480204342273,4.853128991060026,2.1711366538952745,71.9029374201788,11.23882503192848,16.85823754789272,0.2554278416347382,15.32567049808429,81.7,-1.1,2021
1546,Deiver Machado,DF,Lens,fr Ligue 1,3.7,0,1.0,0.0,135.0,82.2,60.0,54.0,15.0,0.2,3.0,4.0,9.0,8.0,5.0,7.0,71.4,7.0,2.0,10.0,187.0,5.0,6.0,13.0,46.2,20.0,5.0,3.0,4.0,3.0,57.1,104.0,1.0,12.0,4.0,11.0,77.0,43.0,15.0,30.0,2,7.0,29.0,44.44444444444444,40.0,11.11111111111111,77.03703703703704,0.7407407407407407,2.962962962962963,8.148148148148149,57.03703703703704,31.85185185185185,11.11111111111111,22.22222222222222,8.88888888888889,77.7,4.5,2021
1547,Darwin Machis,"MF,FW",Granada,es La Liga,11.8,2,27.0,1.1,345.0,69.0,127.0,111.0,83.0,1.8,23.0,16.0,26.0,30.0,5.0,13.0,38.5,19.0,16.0,36.0,530.0,34.0,22.0,40.0,55.0,75.0,23.0,7.0,10.0,20.0,33.3,331.0,2.0,75.0,22.0,39.0,206.0,52.0,87.0,6.0,7,30.0,101.0,36.81159420289855,32.17391304347826,24.057971014492754,95.94202898550725,0.5797101449275363,6.3768115942028984,11.304347826086957,59.710144927536234,15.072463768115941,25.217391304347824,1.7391304347826086,21.73913043478261,70.0,-1.0,2021
1548,Yvann Macon,DF,Saint-Etienne,fr Ligue 1,13.8,0,11.0,0.3,832.0,76.1,376.0,287.0,123.0,1.5,36.0,16.0,53.0,22.0,15.0,41.0,36.6,36.0,23.0,63.0,1021.0,9.0,19.0,43.0,44.2,98.0,25.0,3.0,12.0,28.0,30.0,655.0,10.0,94.0,32.0,34.0,499.0,211.0,122.0,166.0,16,40.0,151.0,45.19230769230769,34.49519230769231,14.783653846153847,78.72596153846153,1.2019230769230769,3.8461538461538463,4.086538461538462,59.97596153846154,25.360576923076923,14.663461538461538,19.951923076923077,11.298076923076923,79.8,-3.7,2021
1549,James Maddison,"MF,FW",Leicester City,eng Premier League,20.1,8,54.0,5.6,757.0,73.7,298.0,265.0,165.0,3.8,52.0,25.0,72.0,73.0,5.0,23.0,21.7,20.0,16.0,43.0,976.0,60.0,26.0,43.0,60.5,92.0,23.0,8.0,6.0,21.0,22.2,645.0,40.0,147.0,33.0,30.0,520.0,79.0,158.0,3.0,14,27.0,164.0,39.365918097754296,35.00660501981506,21.79656538969617,85.20475561426684,5.284015852047556,4.359313077939234,3.963011889035667,68.69220607661823,10.435931307793924,20.871862615587848,0.3963011889035667,19.418758256274767,78.2,-4.5,2021
1550,Niki Maenpaa,GK,Venezia,it Serie A,8.5,0,0.0,0.0,257.0,71.2,51.0,82.0,120.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,273.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,167.0,27.0,13.0,5.0,0.0,148.0,11.0,98.0,0.0,7,0.0,0.0,19.844357976653697,31.90661478599222,46.69260700389105,64.98054474708171,10.505836575875486,1.9455252918287937,0.0,57.5875486381323,4.280155642023346,38.13229571984436,0.0,5.058365758754864,73.8,-2.6,2021
1551,Pablo Maffeo,DF,Mallorca,es La Liga,25.2,1,25.0,1.5,1074.0,68.4,422.0,395.0,204.0,1.5,29.0,24.0,57.0,45.0,26.0,42.0,61.9,55.0,60.0,132.0,1419.0,37.0,38.0,58.0,65.5,111.0,41.0,9.0,57.0,52.0,52.3,818.0,16.0,157.0,28.0,59.0,491.0,215.0,368.0,240.0,17,109.0,168.0,39.292364990689016,36.778398510242084,18.99441340782123,76.16387337057728,1.48975791433892,2.60707635009311,5.493482309124767,45.716945996275605,20.018621973929235,34.26443202979516,22.3463687150838,14.618249534450651,69.6,-1.2,2021
1552,Louis Mafouta,FW,Metz,fr Ligue 1,4.7,1,7.0,1.5,107.0,84.1,69.0,26.0,3.0,0.1,2.0,0.0,3.0,7.0,0.0,4.0,0.0,2.0,0.0,1.0,156.0,12.0,2.0,3.0,66.7,7.0,0.0,3.0,16.0,23.0,41.0,98.0,0.0,38.0,2.0,0.0,69.0,26.0,12.0,0.0,2,39.0,10.0,64.48598130841121,24.299065420560748,2.803738317757009,91.58878504672897,0.0,1.8691588785046729,0.0,64.48598130841121,24.299065420560748,11.214953271028037,0.0,35.51401869158879,72.8,11.3,2021
1553,Giulio Maggiore,MF,Spezia,it Serie A,25.9,0,36.0,2.7,964.0,75.8,412.0,367.0,142.0,2.0,64.0,20.0,87.0,67.0,21.0,55.0,38.2,34.0,39.0,90.0,1274.0,49.0,17.0,38.0,44.7,77.0,40.0,7.0,27.0,43.0,38.6,950.0,6.0,169.0,19.0,12.0,638.0,135.0,191.0,1.0,17,70.0,164.0,42.738589211618255,38.07053941908714,14.730290456431534,98.54771784232365,0.6224066390041494,1.9709543568464731,1.2448132780082988,66.18257261410788,14.004149377593361,19.813278008298756,0.1037344398340249,17.53112033195021,76.3,-0.5,2021
1554,Matej Maglica,DF,Stuttgart,de Bundesliga,0.1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,25.7,-25.7,2021
1555,Francesco Magnanelli,MF,Sassuolo,it Serie A,1.7,0,0.0,0.0,150.0,89.3,55.0,67.0,25.0,0.0,16.0,0.0,8.0,0.0,2.0,5.0,40.0,2.0,1.0,4.0,160.0,0.0,0.0,0.0,,6.0,0.0,0.0,4.0,2.0,66.7,139.0,11.0,25.0,7.0,0.0,112.0,10.0,28.0,0.0,1,6.0,14.0,36.666666666666664,44.666666666666664,16.666666666666668,92.66666666666667,7.333333333333333,4.666666666666667,0.0,74.66666666666667,6.666666666666667,18.666666666666668,0.0,16.666666666666668,84.5,4.8,2021
1556,Giangiacomo Magnani,DF,Hellas Verona,it Serie A,5.9,0,5.0,0.6,223.0,79.4,58.0,101.0,56.0,0.0,16.0,1.0,8.0,0.0,7.0,15.0,46.7,8.0,15.0,31.0,310.0,5.0,0.0,0.0,,5.0,2.0,0.0,25.0,9.0,73.5,218.0,3.0,36.0,5.0,1.0,142.0,33.0,48.0,0.0,7,34.0,13.0,26.00896860986547,45.2914798206278,25.112107623318387,97.75784753363229,1.345291479820628,2.242152466367713,0.4484304932735426,63.67713004484305,14.798206278026905,21.524663677130047,0.0,16.143497757847534,76.7,2.7,2021
1557,Giangiacomo Magnani,DF,Sampdoria,it Serie A,2.5,0,0.0,0.0,142.0,85.9,27.0,78.0,31.0,0.0,3.0,0.0,6.0,0.0,1.0,2.0,50.0,2.0,7.0,12.0,170.0,0.0,0.0,0.0,,2.0,0.0,0.0,8.0,0.0,100.0,140.0,2.0,19.0,3.0,0.0,113.0,8.0,21.0,0.0,4,8.0,8.0,19.014084507042252,54.929577464788736,21.830985915492956,98.59154929577464,1.408450704225352,2.112676056338028,0.0,79.5774647887324,5.633802816901408,14.788732394366198,0.0,13.380281690140846,85.5,0.4,2021
1558,Hugo Magnetti,MF,Brest,fr Ligue 1,14.0,0,14.0,0.5,605.0,86.1,241.0,221.0,112.0,0.4,45.0,8.0,34.0,16.0,13.0,34.0,38.2,15.0,39.0,91.0,752.0,8.0,10.0,18.0,55.6,58.0,17.0,2.0,7.0,10.0,41.2,587.0,18.0,90.0,36.0,5.0,467.0,47.0,91.0,0.0,8,17.0,92.0,39.83471074380165,36.52892561983471,18.512396694214875,97.02479338842976,2.975206611570248,5.950413223140496,0.8264462809917356,77.1900826446281,7.768595041322314,15.041322314049587,0.0,14.87603305785124,85.3,0.8,2021
1559,Yohann Magnin,"MF,DF",Clermont Foot,fr Ligue 1,12.4,1,12.0,0.8,590.0,80.0,278.0,214.0,76.0,0.6,28.0,6.0,26.0,13.0,13.0,26.0,50.0,17.0,12.0,59.0,734.0,29.0,3.0,5.0,60.0,29.0,6.0,1.0,25.0,27.0,48.1,584.0,6.0,94.0,11.0,9.0,441.0,57.0,92.0,0.0,15,52.0,55.0,47.11864406779661,36.271186440677965,12.88135593220339,98.98305084745763,1.0169491525423728,1.8644067796610169,1.5254237288135593,74.7457627118644,9.661016949152541,15.59322033898305,0.0,15.932203389830509,81.3,-1.3,2021
1560,Harry Maguire,DF,Manchester Utd,eng Premier League,23.7,1,19.0,1.5,1269.0,87.0,307.0,639.0,311.0,0.0,103.0,2.0,69.0,17.0,11.0,23.0,47.8,39.0,40.0,70.0,1515.0,31.0,3.0,5.0,60.0,94.0,18.0,0.0,85.0,30.0,73.9,1227.0,41.0,164.0,54.0,0.0,917.0,109.0,243.0,1.0,26,115.0,163.0,24.192277383766747,50.354609929078016,24.50748620961387,96.6903073286052,3.230890464933018,4.25531914893617,0.0,72.26162332545312,8.58944050433412,19.148936170212767,0.07880220646178093,12.923561859732072,84.4,2.6,2021
1561,Riyad Mahrez,FW,Manchester City,eng Premier League,13.5,10,46.0,5.2,757.0,82.8,352.0,278.0,112.0,3.2,17.0,33.0,52.0,48.0,2.0,12.0,16.7,14.0,8.0,14.0,908.0,104.0,20.0,34.0,58.8,120.0,21.0,29.0,10.0,13.0,43.5,681.0,8.0,95.0,29.0,41.0,576.0,61.0,120.0,14.0,8,23.0,172.0,46.49933949801849,36.723910171730516,14.795244385733158,89.96036988110964,1.0568031704095113,3.830911492734478,5.416116248348745,76.08982826948481,8.058124174372523,15.852047556142669,1.8494055482166447,12.549537648612946,83.0,-0.2,2021
1562,Arne Maier,MF,Augsburg,de Bundesliga,17.1,1,16.0,1.3,683.0,71.6,233.0,232.0,179.0,2.1,46.0,16.0,48.0,46.0,5.0,22.0,22.7,21.0,14.0,35.0,847.0,22.0,15.0,26.0,57.7,57.0,19.0,6.0,18.0,25.0,41.9,584.0,23.0,132.0,44.0,26.0,397.0,96.0,190.0,2.0,8,43.0,105.0,34.11420204978038,33.96778916544656,26.207906295754025,85.50512445095168,3.3674963396778916,6.44216691068814,3.8067349926793557,58.125915080527086,14.055636896046853,27.81844802342606,0.29282576866764276,19.32650073206442,72.7,-1.1,2021
1563,Habib Maiga,"MF,FW",Metz,fr Ligue 1,14.1,2,11.0,1.2,590.0,79.7,236.0,243.0,79.0,0.6,44.0,3.0,36.0,23.0,21.0,46.0,45.7,28.0,17.0,71.0,746.0,14.0,11.0,15.0,73.3,35.0,13.0,1.0,26.0,16.0,61.9,567.0,3.0,101.0,18.0,15.0,420.0,78.0,92.0,20.0,13,42.0,71.0,40.0,41.186440677966104,13.389830508474576,96.10169491525424,0.5084745762711864,3.0508474576271185,2.542372881355932,71.1864406779661,13.220338983050848,15.59322033898305,3.389830508474576,17.11864406779661,80.0,-0.3,2021
