,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Att,Cmp%,Att.1,Att.2,Att.3,xA,1/3_x,PPA,Prog_x,SCA,TklW,Att_def,Tkl%,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Att_pos,Succ%,Prog_y,1/3_y,CPA,Won,Lost,Won%,Live,FK,Press,Sw,Crs,Ground,Low,High,TI,Out.1,Att_aer,Prog+,short_model,medium_model,long_model,live_model,fk_model,sw_model,crs_model,ground_model,low_model,high_model,ti_model,press_model,model_final,diff_pass,Season
290,Jason Berthomier,MF,Clermont Foot,fr Ligue 1,18.5,1,21.0,1.8,1358.0,81.9,610.0,459.0,247.0,3.9,95.0,21.0,99.0,74.0,11.0,32.0,34.4,18.0,10.0,38.0,1503.0,36.0,17.0,29.0,58.6,84.0,26.0,6.0,10.0,20.0,33.3,1207.0,72.0,193.0,55.0,45.0,974.0,135.0,249.0,3.0,32,30.0,183.0,44.91899852724595,33.799705449189986,18.188512518409425,88.88070692194404,5.3019145802650955,4.0500736377025035,3.313696612665685,71.72312223858616,9.941089837997055,18.335787923416788,0.22091310751104565,14.212076583210603,80.7,1.2,2021
291,Ryan Bertrand,DF,Leicester City,eng Premier League,3.7,0,0.0,0.0,191.0,80.6,81.0,78.0,18.0,0.3,11.0,1.0,7.0,2.0,4.0,5.0,80.0,11.0,3.0,12.0,228.0,4.0,0.0,1.0,0.0,11.0,3.0,1.0,3.0,5.0,37.5,143.0,4.0,24.0,6.0,1.0,115.0,48.0,28.0,34.0,4,8.0,18.0,42.40837696335078,40.83769633507853,9.424083769633508,74.86910994764398,2.094240837696335,3.141361256544503,0.5235602094240838,60.20942408376963,25.130890052356023,14.659685863874346,17.801047120418847,12.565445026178011,79.2,1.4,2021
292,Daniel Bessa,"MF,FW",Hellas Verona,it Serie A,7.6,1,9.0,0.3,442.0,80.5,199.0,155.0,64.0,0.9,32.0,14.0,46.0,20.0,3.0,8.0,37.5,17.0,8.0,21.0,528.0,12.0,7.0,8.0,87.5,60.0,20.0,6.0,10.0,11.0,47.6,418.0,13.0,85.0,14.0,9.0,332.0,45.0,65.0,3.0,7,21.0,106.0,45.022624434389144,35.067873303167424,14.479638009049774,94.57013574660634,2.9411764705882355,3.167420814479638,2.0361990950226243,75.1131221719457,10.180995475113122,14.705882352941176,0.6787330316742082,19.23076923076923,81.4,-0.9,2021
293,Beto,FW,Udinese,it Serie A,24.2,11,59.0,10.2,362.0,70.4,200.0,108.0,26.0,1.5,16.0,7.0,20.0,46.0,3.0,11.0,27.3,23.0,9.0,25.0,725.0,115.0,49.0,88.0,55.7,54.0,21.0,12.0,74.0,137.0,35.1,336.0,0.0,120.0,7.0,12.0,217.0,70.0,75.0,3.0,1,211.0,74.0,55.248618784530386,29.834254143646408,7.18232044198895,92.81767955801105,0.0,1.9337016574585635,3.314917127071823,59.94475138121547,19.337016574585636,20.718232044198896,0.8287292817679558,33.149171270718234,68.9,1.5,2021
294,Louis Beyer,DF,M'Gladbach,de Bundesliga,10.5,0,6.0,0.4,685.0,89.9,216.0,354.0,104.0,0.1,27.0,1.0,30.0,9.0,16.0,35.0,45.7,21.0,20.0,55.0,811.0,10.0,3.0,6.0,50.0,37.0,10.0,2.0,19.0,21.0,47.5,655.0,12.0,64.0,15.0,3.0,554.0,61.0,70.0,18.0,9,40.0,67.0,31.532846715328468,51.67883211678832,15.182481751824817,95.62043795620438,1.7518248175182483,2.18978102189781,0.43795620437956206,80.87591240875912,8.905109489051094,10.218978102189782,2.627737226277372,9.343065693430656,88.5,1.4,2021
295,Bartosz Bialek,"FW,MF",Wolfsburg,de Bundesliga,1.3,0,5.0,0.4,31.0,54.8,15.0,7.0,6.0,0.1,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,50.0,7.0,0.0,1.0,0.0,2.0,1.0,0.0,6.0,10.0,37.5,30.0,0.0,10.0,1.0,0.0,12.0,10.0,9.0,0.0,1,16.0,2.0,48.38709677419355,22.580645161290324,19.35483870967742,96.7741935483871,0.0,3.225806451612903,0.0,38.70967741935484,32.25806451612903,29.032258064516128,0.0,32.25806451612903,59.1,-4.3,2021
296,Giulian Biancone,DF,Troyes,fr Ligue 1,18.6,0,23.0,1.6,974.0,73.2,380.0,401.0,157.0,0.9,45.0,18.0,69.0,30.0,18.0,42.0,42.9,34.0,47.0,91.0,1206.0,41.0,8.0,16.0,50.0,82.0,23.0,5.0,43.0,34.0,55.8,833.0,15.0,112.0,19.0,63.0,544.0,186.0,244.0,126.0,12,77.0,151.0,39.01437371663244,41.17043121149897,16.119096509240247,85.52361396303901,1.540041067761807,1.9507186858316221,6.468172484599589,55.85215605749487,19.096509240246405,25.05133470225873,12.936344969199178,11.498973305954825,72.9,0.3,2021
297,Mads Bidstrup,MF,Brentford,eng Premier League,0.5,0,0.0,0.0,11.0,72.7,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,5.0,23.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,11.0,0.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,0,0.0,1.0,54.54545454545455,36.36363636363637,9.090909090909092,100.0,0.0,0.0,0.0,63.63636363636363,18.181818181818183,18.181818181818183,0.0,9.090909090909092,76.9,-4.2,2021
298,Pedro Bigas,DF,Elche,es La Liga,13.1,0,7.0,0.2,701.0,87.3,194.0,344.0,153.0,0.2,33.0,4.0,28.0,7.0,6.0,13.0,46.2,20.0,29.0,46.0,837.0,9.0,3.0,4.0,75.0,36.0,3.0,0.0,27.0,9.0,75.0,670.0,31.0,51.0,17.0,2.0,550.0,31.0,120.0,0.0,11,36.0,64.0,27.674750356633382,49.07275320970043,21.82596291012839,95.57774607703281,4.422253922967189,2.425106990014265,0.28530670470756064,78.45934379457917,4.422253922967189,17.118402282453637,0.0,7.275320970042796,86.4,0.9,2021
299,El Bilal Toure,FW,Reims,fr Ligue 1,9.3,1,25.0,2.4,233.0,72.5,138.0,67.0,9.0,0.7,10.0,4.0,7.0,16.0,2.0,5.0,40.0,15.0,5.0,20.0,352.0,38.0,5.0,13.0,38.5,22.0,9.0,2.0,37.0,52.0,41.6,229.0,0.0,73.0,4.0,3.0,142.0,54.0,37.0,0.0,5,89.0,29.0,59.227467811158796,28.755364806866954,3.8626609442060085,98.28326180257511,0.0,1.7167381974248928,1.2875536480686696,60.94420600858369,23.175965665236053,15.879828326180258,0.0,31.330472103004293,70.4,2.1,2021
300,Jean-Claude Billong,DF,Clermont Foot,fr Ligue 1,4.9,0,3.0,0.1,234.0,85.9,81.0,117.0,31.0,0.0,8.0,0.0,6.0,0.0,1.0,2.0,50.0,7.0,10.0,19.0,282.0,8.0,1.0,1.0,100.0,3.0,0.0,1.0,16.0,5.0,76.2,229.0,5.0,22.0,3.0,1.0,190.0,16.0,28.0,0.0,3,21.0,9.0,34.61538461538461,50.0,13.247863247863247,97.86324786324786,2.1367521367521367,1.2820512820512822,0.42735042735042733,81.19658119658119,6.837606837606837,11.965811965811966,0.0,9.401709401709402,86.6,-0.7,2021
301,Luis Binks,DF,Bologna,it Serie A,6.1,0,1.0,0.0,265.0,82.6,69.0,119.0,71.0,0.0,15.0,0.0,14.0,2.0,3.0,4.0,75.0,10.0,19.0,26.0,336.0,4.0,3.0,3.0,100.0,6.0,1.0,0.0,18.0,17.0,51.4,249.0,15.0,30.0,6.0,0.0,176.0,29.0,60.0,1.0,5,35.0,20.0,26.037735849056602,44.905660377358494,26.79245283018868,93.9622641509434,5.660377358490566,2.2641509433962264,0.0,66.41509433962264,10.943396226415095,22.641509433962263,0.37735849056603776,11.320754716981131,79.4,3.2,2021
302,Cristiano Biraghi,DF,Fiorentina,it Serie A,27.3,4,31.0,1.6,2020.0,81.0,632.0,880.0,452.0,3.8,92.0,49.0,121.0,87.0,15.0,39.0,38.5,40.0,24.0,54.0,2202.0,39.0,8.0,23.0,34.8,130.0,52.0,9.0,5.0,22.0,18.5,1592.0,93.0,149.0,81.0,108.0,1205.0,376.0,439.0,255.0,25,27.0,251.0,31.287128712871286,43.56435643564357,22.376237623762375,78.81188118811882,4.603960396039604,4.00990099009901,5.346534653465347,59.65346534653465,18.613861386138613,21.73267326732673,12.623762376237623,7.376237623762377,78.2,2.8,2021
303,Davide Biraschi,DF,Genoa,it Serie A,10.3,0,3.0,0.1,432.0,73.4,140.0,179.0,104.0,0.3,36.0,6.0,30.0,4.0,16.0,29.0,55.2,25.0,14.0,48.0,556.0,2.0,13.0,17.0,76.5,24.0,7.0,1.0,24.0,15.0,61.5,382.0,16.0,62.0,4.0,8.0,255.0,47.0,130.0,23.0,7,39.0,54.0,32.407407407407405,41.43518518518518,24.074074074074073,88.42592592592592,3.7037037037037037,0.9259259259259259,1.8518518518518519,59.02777777777778,10.87962962962963,30.09259259259259,5.324074074074074,14.351851851851851,74.0,-0.6,2021
304,Tom Bischof,"MF,FW",Hoffenheim,de Bundesliga,0.2,0,0.0,0.0,8.0,62.5,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,11.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,8.0,0.0,3.0,0.0,1.0,6.0,1.0,1.0,0.0,2,0.0,1.0,62.5,37.5,0.0,100.0,0.0,0.0,12.5,75.0,12.5,12.5,0.0,37.5,74.9,-12.4,2021
305,Yves Bissouma,MF,Brighton,eng Premier League,18.1,0,18.0,0.8,942.0,89.6,395.0,395.0,132.0,0.6,53.0,10.0,40.0,20.0,16.0,27.0,59.3,32.0,43.0,106.0,1175.0,15.0,26.0,34.0,76.5,87.0,32.0,4.0,17.0,12.0,58.6,922.0,18.0,124.0,21.0,5.0,803.0,64.0,75.0,2.0,6,29.0,127.0,41.932059447983015,41.932059447983015,14.012738853503185,97.87685774946921,1.910828025477707,2.229299363057325,0.5307855626326964,85.24416135881104,6.794055201698514,7.961783439490445,0.21231422505307856,13.163481953290871,89.5,0.1,2021
306,Nathan Bitu Mazala,DF,Paris S-G,fr Ligue 1,0.1,0,0.0,0.0,10.0,100.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,11.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,,8.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,2.0,0,0.0,2.0,70.0,30.0,0.0,80.0,0.0,0.0,0.0,70.0,30.0,0.0,20.0,10.0,88.0,12.0,2021
307,Marco Bizot,GK,Brest,fr Ligue 1,30.0,0,0.0,0.0,932.0,69.2,64.0,266.0,601.0,0.3,9.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1027.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,584.0,88.0,48.0,24.0,0.0,393.0,31.0,508.0,0.0,19,0.0,0.0,6.866952789699571,28.540772532188843,64.48497854077253,62.66094420600859,9.44206008583691,2.575107296137339,0.0,42.167381974248926,3.3261802575107295,54.506437768240346,0.0,5.150214592274678,66.0,3.2,2021
308,Bjarki Bjarkason,FW,Venezia,it Serie A,0.0,0,0.0,0.0,2.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,1.0,50.0,0.0,50.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.4,-50.4,2021
309,Blanco,MF,Real Madrid,es La Liga,0.3,0,0.0,0.0,18.0,94.4,8.0,9.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,23.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,,18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0,0.0,1.0,44.44444444444444,50.0,5.555555555555555,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,98.2,-3.8,2021
310,Ludovic Blas,"MF,FW",Nantes,fr Ligue 1,26.6,9,69.0,6.1,810.0,78.8,280.0,347.0,139.0,2.1,78.0,22.0,69.0,66.0,11.0,23.0,47.8,21.0,33.0,65.0,1214.0,96.0,52.0,122.0,42.6,135.0,48.0,18.0,19.0,35.0,35.2,760.0,10.0,168.0,34.0,19.0,621.0,85.0,104.0,6.0,18,54.0,204.0,34.5679012345679,42.839506172839506,17.160493827160494,93.82716049382717,1.2345679012345678,4.197530864197531,2.345679012345679,76.66666666666667,10.493827160493828,12.839506172839506,0.7407407407407407,20.74074074074074,83.1,-4.3,2021
311,Danny Blum,FW,Bochum,de Bundesliga,2.8,2,8.0,0.8,127.0,66.9,58.0,31.0,29.0,0.6,7.0,4.0,13.0,13.0,0.0,1.0,0.0,0.0,5.0,6.0,158.0,11.0,3.0,4.0,75.0,11.0,5.0,2.0,13.0,9.0,59.1,111.0,10.0,22.0,9.0,10.0,61.0,19.0,47.0,0.0,4,22.0,24.0,45.669291338582674,24.409448818897637,22.834645669291337,87.4015748031496,7.874015748031496,7.086614173228346,7.874015748031496,48.031496062992126,14.960629921259843,37.00787401574803,0.0,17.322834645669293,64.0,2.9,2021
312,Myron Boadu,FW,Monaco,fr Ligue 1,8.5,2,15.0,4.0,138.0,79.7,76.0,44.0,8.0,0.2,1.0,1.0,5.0,17.0,0.0,4.0,0.0,3.0,2.0,10.0,237.0,57.0,10.0,14.0,71.4,10.0,5.0,3.0,14.0,24.0,36.8,124.0,0.0,51.0,0.0,3.0,96.0,28.0,14.0,0.0,1,38.0,15.0,55.072463768115945,31.884057971014492,5.797101449275362,89.85507246376811,0.0,0.0,2.1739130434782608,69.56521739130434,20.28985507246377,10.144927536231885,0.0,36.95652173913044,74.0,5.7,2021
313,Jerome Boateng,DF,Lyon,fr Ligue 1,15.9,0,5.0,0.3,1021.0,88.4,198.0,535.0,282.0,1.1,73.0,5.0,68.0,16.0,8.0,18.0,44.4,23.0,27.0,47.0,1154.0,11.0,1.0,3.0,33.3,52.0,3.0,0.0,17.0,10.0,63.0,988.0,31.0,64.0,27.0,3.0,820.0,58.0,143.0,2.0,9,27.0,120.0,19.39275220372184,52.39960822722821,27.61998041136141,96.76787463271303,3.0362389813907935,2.644466209598433,0.2938295788442703,80.31341821743389,5.680705190989226,14.005876591576886,0.1958863858961802,6.268364348677767,88.9,-0.5,2021
314,Kevin-Prince Boateng,"MF,FW",Hertha BSC,de Bundesliga,4.7,0,8.0,0.2,218.0,78.9,59.0,100.0,46.0,0.3,17.0,1.0,17.0,9.0,3.0,8.0,37.5,6.0,7.0,11.0,280.0,12.0,2.0,3.0,66.7,4.0,2.0,0.0,16.0,13.0,55.2,201.0,15.0,46.0,10.0,2.0,130.0,32.0,56.0,1.0,6,29.0,21.0,27.06422018348624,45.87155963302752,21.10091743119266,92.20183486238533,6.8807339449541285,4.587155963302752,0.9174311926605505,59.63302752293578,14.678899082568808,25.68807339449541,0.45871559633027525,21.10091743119266,73.8,5.1,2021
315,Antonin Bobichon,"MF,FW",Angers,fr Ligue 1,0.4,0,0.0,0.0,20.0,80.0,10.0,6.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,25.0,19.0,0.0,2.0,0.0,0.0,14.0,4.0,2.0,0.0,1,4.0,1.0,50.0,30.0,15.0,95.0,0.0,0.0,0.0,70.0,20.0,10.0,0.0,10.0,79.0,1.0,2021
316,Herbert Bockhorn,DF,Bochum,de Bundesliga,7.3,0,5.0,0.2,279.0,71.3,91.0,120.0,56.0,0.1,16.0,2.0,23.0,7.0,4.0,12.0,33.3,15.0,21.0,38.0,381.0,6.0,8.0,15.0,53.3,33.0,10.0,4.0,14.0,14.0,50.0,231.0,1.0,41.0,5.0,13.0,143.0,67.0,69.0,47.0,8,28.0,56.0,32.61648745519713,43.01075268817204,20.07168458781362,82.79569892473118,0.35842293906810035,1.7921146953405018,4.659498207885305,51.25448028673835,24.014336917562723,24.731182795698924,16.845878136200717,14.695340501792115,72.4,-1.1,2021
317,Jean-Paul Boetius,MF,Mainz 05,de Bundesliga,16.5,2,22.0,1.4,752.0,73.9,255.0,300.0,170.0,2.4,63.0,19.0,87.0,46.0,18.0,48.0,37.5,37.0,23.0,61.0,967.0,12.0,16.0,30.0,53.3,49.0,10.0,3.0,7.0,22.0,24.1,686.0,40.0,131.0,37.0,19.0,498.0,104.0,150.0,3.0,11,29.0,136.0,33.909574468085104,39.8936170212766,22.606382978723403,91.22340425531915,5.319148936170213,4.920212765957447,2.526595744680851,66.22340425531915,13.829787234042554,19.9468085106383,0.39893617021276595,17.420212765957448,78.7,-4.8,2021
318,Jeremie Boga,"FW,MF",Sassuolo,it Serie A,7.4,0,15.0,1.0,271.0,81.5,163.0,79.0,10.0,0.8,6.0,4.0,17.0,23.0,2.0,4.0,50.0,10.0,3.0,10.0,368.0,38.0,24.0,47.0,51.1,70.0,24.0,21.0,1.0,5.0,16.7,269.0,0.0,69.0,3.0,14.0,219.0,38.0,14.0,1.0,2,6.0,87.0,60.14760147601476,29.15129151291513,3.690036900369004,99.2619926199262,0.0,1.1070110701107012,5.166051660516605,80.81180811808117,14.022140221402214,5.166051660516605,0.36900369003690037,25.461254612546124,80.7,0.8,2021
319,Jeremie Boga,"FW,DF",Atalanta,it Serie A,4.2,0,10.0,0.6,205.0,82.9,132.0,52.0,7.0,0.1,9.0,5.0,16.0,12.0,1.0,5.0,20.0,5.0,2.0,4.0,274.0,24.0,12.0,21.0,57.1,54.0,20.0,10.0,4.0,4.0,50.0,198.0,2.0,47.0,2.0,2.0,157.0,31.0,17.0,5.0,2,8.0,70.0,64.39024390243902,25.365853658536587,3.4146341463414633,96.58536585365853,0.975609756097561,0.975609756097561,0.975609756097561,76.58536585365853,15.121951219512194,8.292682926829269,2.4390243902439024,22.926829268292682,80.9,2.0,2021
320,Luka Bogdan,DF,Salernitana,it Serie A,5.4,0,2.0,0.0,123.0,71.5,29.0,63.0,25.0,0.0,1.0,0.0,5.0,1.0,2.0,6.0,33.3,5.0,15.0,21.0,173.0,4.0,1.0,1.0,100.0,3.0,1.0,0.0,8.0,7.0,53.3,111.0,5.0,9.0,1.0,2.0,69.0,13.0,41.0,7.0,1,15.0,8.0,23.577235772357724,51.21951219512195,20.32520325203252,90.2439024390244,4.065040650406504,0.8130081300813008,1.6260162601626016,56.09756097560975,10.56910569105691,33.333333333333336,5.691056910569106,7.317073170731708,71.3,0.2,2021
321,Emil Bohinen,MF,Salernitana,it Serie A,0.7,0,0.0,0.0,30.0,73.3,21.0,7.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,100.0,0.0,1.0,5.0,41.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,3.0,25.0,29.0,1.0,7.0,0.0,3.0,23.0,3.0,4.0,0.0,2,4.0,7.0,70.0,23.333333333333332,3.3333333333333335,96.66666666666667,3.3333333333333335,0.0,10.0,76.66666666666667,10.0,13.333333333333334,0.0,23.333333333333332,76.3,-3.0,2021
322,Quentin Boisgard,MF,Lorient,fr Ligue 1,8.8,0,14.0,0.7,332.0,73.8,151.0,95.0,62.0,1.8,24.0,7.0,16.0,25.0,2.0,12.0,16.7,9.0,5.0,17.0,447.0,14.0,14.0,27.0,51.9,34.0,12.0,2.0,3.0,14.0,17.6,290.0,12.0,74.0,14.0,13.0,222.0,43.0,67.0,2.0,3,17.0,50.0,45.48192771084337,28.6144578313253,18.674698795180724,87.34939759036145,3.6144578313253013,4.216867469879518,3.9156626506024095,66.86746987951807,12.951807228915662,20.180722891566266,0.6024096385542169,22.289156626506024,75.3,-1.5,2021
323,Charles Boli,MF,Lens,fr Ligue 1,0.4,0,0.0,0.0,21.0,81.0,13.0,4.0,4.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,100.0,0.0,0.0,3.0,23.0,1.0,0.0,0.0,,5.0,1.0,0.0,0.0,1.0,0.0,19.0,1.0,3.0,1.0,1.0,15.0,2.0,4.0,0.0,1,1.0,6.0,61.904761904761905,19.047619047619047,19.047619047619047,90.47619047619048,4.761904761904762,4.761904761904762,4.761904761904762,71.42857142857143,9.523809523809524,19.047619047619047,0.0,14.285714285714286,81.4,-0.4,2021
324,Willy Boly,DF,Wolves,eng Premier League,3.0,0,0.0,0.0,195.0,82.6,57.0,90.0,45.0,0.0,7.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,7.0,12.0,219.0,1.0,3.0,4.0,75.0,5.0,1.0,0.0,15.0,8.0,65.2,187.0,6.0,22.0,1.0,0.0,146.0,9.0,40.0,2.0,5,23.0,13.0,29.23076923076923,46.15384615384615,23.076923076923077,95.8974358974359,3.076923076923077,0.5128205128205128,0.0,74.87179487179488,4.615384615384615,20.512820512820515,1.0256410256410255,11.282051282051283,83.0,-0.4,2021
325,Giacomo Bonaventura,MF,Fiorentina,it Serie A,21.5,3,39.0,4.4,1058.0,82.6,422.0,436.0,168.0,2.3,65.0,19.0,84.0,66.0,12.0,33.0,36.4,14.0,25.0,48.0,1269.0,65.0,22.0,38.0,57.9,154.0,63.0,18.0,15.0,16.0,48.4,1016.0,19.0,184.0,33.0,16.0,802.0,103.0,153.0,2.0,14,31.0,238.0,39.886578449905485,41.209829867674856,15.879017013232515,96.03024574669188,1.7958412098298677,3.119092627599244,1.5122873345935728,75.80340264650283,9.735349716446125,14.46124763705104,0.1890359168241966,17.391304347826086,83.3,-0.7,2021
326,Federico Bonazzoli,"FW,MF",Salernitana,it Serie A,16.5,7,38.0,3.9,429.0,74.1,196.0,131.0,74.0,0.6,25.0,9.0,33.0,26.0,5.0,16.0,31.3,14.0,6.0,24.0,638.0,48.0,17.0,34.0,50.0,44.0,26.0,2.0,12.0,26.0,31.6,378.0,6.0,73.0,30.0,6.0,275.0,69.0,85.0,2.0,7,38.0,77.0,45.687645687645684,30.536130536130536,17.24941724941725,88.1118881118881,1.3986013986013985,6.993006993006993,1.3986013986013985,64.1025641025641,16.083916083916083,19.813519813519815,0.4662004662004662,17.016317016317018,77.4,-3.3,2021
327,Tarsis Bonga,FW,Bochum,de Bundesliga,0.1,0,2.0,0.2,5.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,2.0,2.0,10.0,2.0,2.0,2.0,100.0,1.0,0.0,1.0,1.0,0.0,100.0,5.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0,1.0,1.0,40.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,40.0,45.8,-5.8,2021
328,Kevin Bonifazi,DF,Bologna,it Serie A,10.3,0,9.0,0.7,508.0,82.5,144.0,228.0,130.0,0.8,37.0,3.0,39.0,10.0,7.0,10.0,70.0,17.0,17.0,36.0,611.0,9.0,11.0,12.0,91.7,31.0,10.0,0.0,28.0,16.0,63.6,480.0,22.0,61.0,22.0,2.0,338.0,58.0,112.0,4.0,9,44.0,70.0,28.346456692913385,44.881889763779526,25.590551181102363,94.48818897637796,4.330708661417323,4.330708661417323,0.3937007874015748,66.53543307086615,11.417322834645669,22.04724409448819,0.7874015748031497,12.007874015748031,81.1,1.4,2021
329,Solomon Bonnah,DF,RB Leipzig,de Bundesliga,0.1,0,0.0,0.0,4.0,100.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,2.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,25.0,50.0,25.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,25.0,97.8,2.2,2021
330,Leonardo Bonucci,DF,Juventus,it Serie A,16.9,3,10.0,1.6,957.0,87.6,159.0,468.0,313.0,0.4,54.0,4.0,46.0,11.0,7.0,8.0,87.5,29.0,29.0,41.0,1108.0,18.0,1.0,3.0,33.3,11.0,0.0,0.0,38.0,28.0,57.6,895.0,48.0,78.0,48.0,1.0,653.0,96.0,208.0,2.0,5,66.0,57.0,16.614420062695924,48.90282131661442,32.70637408568443,93.521421107628,5.015673981191223,5.015673981191223,0.1044932079414838,68.23406478578892,10.031347962382446,21.734587251828632,0.2089864158829676,8.150470219435737,82.9,4.7,2021
331,Sebastiaan Bornauw,DF,Wolfsburg,de Bundesliga,19.3,1,13.0,1.3,962.0,85.2,197.0,510.0,245.0,0.2,19.0,0.0,19.0,4.0,9.0,16.0,56.3,36.0,36.0,64.0,1163.0,25.0,2.0,3.0,66.7,9.0,1.0,0.0,76.0,49.0,60.8,928.0,23.0,113.0,27.0,2.0,712.0,79.0,171.0,4.0,17,125.0,28.0,20.47817047817048,53.014553014553016,25.467775467775468,96.46569646569647,2.3908523908523907,2.8066528066528065,0.2079002079002079,74.01247401247402,8.212058212058212,17.775467775467774,0.4158004158004158,11.746361746361746,84.7,0.5,2021
332,Rafael Borre,FW,Eint Frankfurt,de Bundesliga,24.0,7,44.0,8.0,649.0,72.7,333.0,205.0,57.0,3.1,31.0,21.0,38.0,54.0,6.0,27.0,22.2,26.0,5.0,38.0,947.0,114.0,26.0,54.0,48.1,62.0,23.0,13.0,58.0,134.0,30.2,603.0,2.0,206.0,8.0,24.0,407.0,154.0,88.0,6.0,10,192.0,100.0,51.30970724191063,31.587057010785824,8.782742681047766,92.91217257318952,0.3081664098613251,1.2326656394453004,3.6979969183359014,62.71186440677966,23.728813559322035,13.559322033898304,0.9244992295839753,31.741140215716488,70.7,2.0,2021
333,Sven Botman,DF,Lille,fr Ligue 1,21.0,3,13.0,1.3,1253.0,89.1,396.0,577.0,258.0,0.4,60.0,1.0,61.0,12.0,9.0,21.0,42.9,41.0,28.0,59.0,1467.0,18.0,2.0,3.0,66.7,54.0,4.0,0.0,59.0,19.0,75.6,1213.0,37.0,110.0,48.0,0.0,1013.0,92.0,148.0,3.0,15,78.0,115.0,31.60415003990423,46.04948124501197,20.590582601755788,96.80766161213089,2.9529130087789306,3.830806065442937,0.0,80.84596967278532,7.342378292098963,11.811652035115722,0.23942537909018355,8.778930566640064,89.0,0.1,2021
334,Denis Bouanga,"FW,MF",Saint-Etienne,fr Ligue 1,19.2,6,65.0,6.2,563.0,68.4,265.0,172.0,81.0,1.9,24.0,15.0,46.0,48.0,15.0,49.0,30.6,26.0,9.0,48.0,960.0,116.0,53.0,111.0,47.7,101.0,26.0,30.0,52.0,54.0,49.1,527.0,11.0,125.0,30.0,42.0,336.0,109.0,118.0,19.0,16,106.0,147.0,47.06927175843695,30.550621669627,14.38721136767318,93.6056838365897,1.9538188277087034,5.328596802841918,7.460035523978686,59.680284191829486,19.36056838365897,20.959147424511546,3.374777975133215,22.20248667850799,71.0,-2.6,2021
335,Hicham Boudaoui,MF,Nice,fr Ligue 1,14.2,2,11.0,0.8,487.0,76.8,255.0,160.0,39.0,2.4,28.0,10.0,30.0,20.0,12.0,35.0,34.3,23.0,20.0,49.0,658.0,33.0,14.0,27.0,51.9,49.0,16.0,5.0,14.0,10.0,58.3,480.0,4.0,112.0,6.0,24.0,364.0,63.0,60.0,3.0,10,24.0,79.0,52.36139630390144,32.85420944558521,8.008213552361397,98.56262833675565,0.8213552361396304,1.2320328542094456,4.9281314168377826,74.74332648870636,12.936344969199178,12.320328542094456,0.6160164271047228,22.99794661190965,77.6,-0.8,2021
