,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Cmp%,xA,1/3_x,PPA,Prog_x,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,SCA,TklW,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Prog_y,1/3_y,CPA,Won,Prog+,Season
493,Timothy Chandler,"DF,MF",Eint Frankfurt,de Bundesliga,13.6,5,19.0,1.8,62.8,1.0,26.0,19.0,54.0,,,,,,,,,,,,,,,,,,,23.0,10.0,22.0,6.0,26.0,589.0,34.0,4.0,51.0,14.0,3.0,42.0,105.0,2021
494,Kwon Chang-hoon,"MF,FW",Freiburg,de Bundesliga,7.5,2,15.0,1.9,72.0,1.1,15.0,9.0,21.0,,,,,,,,,,,,,,,,,,,21.0,6.0,8.0,7.0,16.0,386.0,29.0,10.0,30.0,15.0,4.0,16.0,51.0,2021
495,Gaetan Charbonnier,"FW,MF",Brest,fr Ligue 1,22.9,4,48.0,5.0,76.4,3.2,56.0,22.0,77.0,,,,,,,,,,,,,,,,,,,60.0,22.0,29.0,5.0,43.0,1140.0,83.0,25.0,85.0,16.0,12.0,50.0,162.0,2021
496,Brendan Chardonnet,DF,Brest,fr Ligue 1,9.1,0,3.0,0.1,89.2,0.0,32.0,2.0,37.0,,,,,,,,,,,,,,,,,,,5.0,8.0,16.0,8.0,25.0,648.0,2.0,3.0,38.0,3.0,0.0,31.0,75.0,2021
497,Charles,FW,Eibar,es La Liga,14.5,6,23.0,3.0,68.5,0.8,14.0,4.0,11.0,,,,,,,,,,,,,,,,,,,25.0,6.0,12.0,3.0,16.0,475.0,51.0,4.0,12.0,5.0,2.0,51.0,23.0,2021
498,Xavier Chavalerin,MF,Reims,fr Ligue 1,23.9,1,19.0,0.7,77.4,2.2,75.0,26.0,89.0,,,,,,,,,,,,,,,,,,,57.0,52.0,39.0,29.0,105.0,1344.0,20.0,20.0,63.0,11.0,2.0,15.0,152.0,2021
499,Pablo Chavarria,"FW,MF",Mallorca,es La Liga,2.3,0,5.0,0.5,63.5,0.7,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,5.0,1.0,3.0,0.0,2.0,95.0,17.0,0.0,11.0,6.0,1.0,18.0,14.0,2021
500,Aurelien Chedjou,DF,Amiens,fr Ligue 1,21.9,0,8.0,0.4,83.3,0.2,79.0,2.0,84.0,,,,,,,,,,,,,,,,,,,12.0,27.0,33.0,27.0,62.0,1277.0,11.0,13.0,45.0,5.0,0.0,45.0,129.0,2021
501,Pape Cheikh Diop,MF,Celta Vigo,es La Liga,6.7,0,2.0,0.1,90.2,0.3,19.0,2.0,19.0,,,,,,,,,,,,,,,,,,,11.0,6.0,3.0,2.0,14.0,322.0,7.0,6.0,37.0,17.0,1.0,3.0,56.0,2021
502,Chema,DF,Getafe,es La Liga,3.4,0,3.0,0.1,61.0,0.0,8.0,0.0,6.0,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,2.0,4.0,155.0,5.0,1.0,4.0,0.0,0.0,14.0,10.0,2021
503,Rayan Cherki,"MF,FW",Lyon,fr Ligue 1,1.6,0,3.0,0.2,66.7,0.1,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,1.0,3.0,87.0,4.0,6.0,12.0,5.0,1.0,0.0,14.0,2021
504,Denis Cheryshev,"MF,FW",Valencia,es La Liga,10.3,1,21.0,2.9,68.8,1.2,14.0,12.0,25.0,,,,,,,,,,,,,,,,,,,21.0,7.0,24.0,8.0,20.0,480.0,49.0,13.0,54.0,15.0,6.0,10.0,79.0,2021
505,Giorgio Chiellini,DF,Juventus,it Serie A,2.2,1,1.0,0.2,91.5,0.0,8.0,0.0,8.0,,,,,,,,,,,,,,,,,,,2.0,2.0,5.0,1.0,4.0,126.0,2.0,0.0,9.0,1.0,0.0,4.0,17.0,2021
506,Federico Chiesa,"FW,DF",Fiorentina,it Serie A,29.3,11,109.0,9.8,73.1,5.5,37.0,44.0,92.0,,,,,,,,,,,,,,,,,,,107.0,30.0,27.0,5.0,54.0,1225.0,173.0,60.0,227.0,53.0,45.0,6.0,319.0,2021
507,Ben Chilwell,DF,Leicester City,eng Premier League,26.4,3,15.0,1.0,78.1,3.6,92.0,23.0,113.0,,,,,,,,,,,,,,,,,,,63.0,26.0,58.0,20.0,71.0,2310.0,56.0,23.0,220.0,79.0,14.0,62.0,333.0,2021
508,Vlad Chiriches,DF,Sassuolo,it Serie A,7.9,0,2.0,0.2,93.0,0.0,21.0,1.0,21.0,,,,,,,,,,,,,,,,,,,2.0,12.0,17.0,7.0,26.0,574.0,4.0,2.0,27.0,2.0,0.0,13.0,48.0,2021
509,Tahith Chong,"FW,DF",Manchester Utd,eng Premier League,0.4,0,1.0,0.1,64.3,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,1.0,1.0,20.0,2.0,1.0,2.0,0.0,1.0,0.0,4.0,2021
510,Joris Chotard,MF,Montpellier,fr Ligue 1,13.9,0,11.0,0.3,77.2,0.4,60.0,10.0,54.0,,,,,,,,,,,,,,,,,,,21.0,21.0,16.0,16.0,50.0,692.0,4.0,11.0,45.0,14.0,0.0,19.0,99.0,2021
511,Hamza Choudhury,MF,Leicester City,eng Premier League,9.9,1,7.0,0.5,86.6,0.1,30.0,2.0,19.0,,,,,,,,,,,,,,,,,,,12.0,13.0,20.0,18.0,38.0,609.0,11.0,7.0,10.0,7.0,1.0,11.0,29.0,2021
512,Mounir Chouiar,"MF,FW",Dijon,fr Ligue 1,16.7,4,38.0,3.8,71.7,2.9,33.0,20.0,54.0,,,,,,,,,,,,,,,,,,,70.0,27.0,21.0,11.0,49.0,882.0,61.0,75.0,114.0,33.0,15.0,12.0,168.0,2021
513,Andreas Christensen,DF,Chelsea,eng Premier League,19.5,0,7.0,0.7,92.7,1.0,82.0,2.0,47.0,,,,,,,,,,,,,,,,,,,11.0,20.0,22.0,15.0,56.0,1449.0,12.0,2.0,73.0,7.0,0.0,68.0,120.0,2021
514,Samuel Chukwueze,"MF,FW",Villarreal,es La Liga,22.8,3,50.0,3.6,73.7,3.3,36.0,33.0,79.0,,,,,,,,,,,,,,,,,,,99.0,15.0,29.0,9.0,27.0,1066.0,124.0,60.0,197.0,49.0,47.0,11.0,276.0,2021
515,Darko Churlinov,FW,Koln,de Bundesliga,0.2,0,0.0,0.0,63.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
516,Churripi,GK,Valladolid,es La Liga,2.7,0,0.0,0.0,35.4,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
517,Luca Cigarini,MF,Cagliari,it Serie A,17.8,0,7.0,0.3,80.8,3.0,122.0,14.0,108.0,,,,,,,,,,,,,,,,,,,63.0,26.0,43.0,19.0,56.0,1392.0,6.0,10.0,63.0,30.0,1.0,10.0,171.0,2021
518,Per Ciljan Skjelbred,MF,Hertha BSC,de Bundesliga,18.1,0,1.0,0.0,83.8,0.2,48.0,3.0,52.0,,,,,,,,,,,,,,,,,,,17.0,31.0,23.0,22.0,71.0,853.0,4.0,9.0,48.0,10.0,0.0,19.0,100.0,2021
519,Jasper Cillessen,GK,Valencia,es La Liga,23.3,0,0.0,0.0,62.5,0.1,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
520,Thiago Cionek,DF,SPAL,it Serie A,24.1,0,11.0,0.4,75.7,1.0,67.0,18.0,91.0,,,,,,,,,,,,,,,,,,,29.0,33.0,49.0,23.0,88.0,1643.0,17.0,9.0,109.0,46.0,2.0,45.0,200.0,2021
521,Ibrahim Cisse,DF,Angers,fr Ligue 1,0.7,0,0.0,0.0,90.5,0.1,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0,0.0,1.0,69.0,0.0,3.0,5.0,1.0,0.0,1.0,9.0,2021
522,Ibrahim Cisse,"DF,FW",Nice,fr Ligue 1,0.6,0,1.0,0.2,84.1,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,53.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,2021
523,Andrea Cistana,DF,Brescia,it Serie A,20.4,1,6.0,0.4,85.1,0.6,31.0,5.0,32.0,,,,,,,,,,,,,,,,,,,9.0,21.0,52.0,24.0,59.0,1049.0,13.0,4.0,39.0,5.0,0.0,47.0,71.0,2021
524,Ciaran Clark,DF,Newcastle Utd,eng Premier League,13.2,2,6.0,1.3,78.6,0.0,20.0,2.0,15.0,,,,,,,,,,,,,,,,,,,1.0,12.0,25.0,14.0,36.0,495.0,9.0,5.0,9.0,2.0,0.0,31.0,24.0,2021
525,Leon Clarke,"FW,MF",Sheffield Utd,eng Premier League,0.4,0,1.0,0.3,71.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2021
526,Alexis Claude-Maurice,"MF,FW",Nice,fr Ligue 1,18.1,1,38.0,3.0,84.0,0.8,24.0,17.0,48.0,,,,,,,,,,,,,,,,,,,56.0,18.0,22.0,12.0,42.0,882.0,66.0,47.0,133.0,48.0,16.0,10.0,181.0,2021
527,Christian Clemens,"MF,FW",Koln,de Bundesliga,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
528,Oscar Clemente,MF,Atletico Madrid,es La Liga,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
529,Yannis Clementia,GK,Nice,fr Ligue 1,2.0,0,0.0,0.0,67.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
530,Denilho Cleonise,FW,Genoa,it Serie A,0.5,0,1.0,0.3,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,2.0,2.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2021
531,Carlos Clerc,DF,Levante,es La Liga,20.5,0,4.0,0.2,73.2,1.8,44.0,7.0,64.0,,,,,,,,,,,,,,,,,,,23.0,19.0,48.0,17.0,54.0,1188.0,14.0,25.0,99.0,35.0,4.0,27.0,163.0,2021
532,Tom Cleverley,MF,Watford,eng Premier League,10.8,1,17.0,1.6,78.0,0.5,35.0,13.0,45.0,,,,,,,,,,,,,,,,,,,31.0,17.0,20.0,9.0,36.0,583.0,25.0,4.0,28.0,12.0,1.0,8.0,73.0,2021
533,Conor Coady,DF,Wolves,eng Premier League,38.0,0,0.0,0.0,85.9,0.7,115.0,7.0,53.0,,,,,,,,,,,,,,,,,,,13.0,22.0,37.0,24.0,65.0,2046.0,0.0,6.0,36.0,1.0,0.0,42.0,89.0,2021
534,Marcus Coco,FW,Nantes,fr Ligue 1,0.2,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
535,Renaud Cohade,MF,Metz,fr Ligue 1,8.5,1,8.0,0.4,82.2,0.5,58.0,5.0,46.0,,,,,,,,,,,,,,,,,,,20.0,16.0,17.0,7.0,37.0,674.0,10.0,4.0,74.0,26.0,1.0,17.0,120.0,2021
536,Coke,DF,Levante,es La Liga,11.0,1,8.0,0.6,80.2,0.4,26.0,8.0,41.0,,,,,,,,,,,,,,,,,,,17.0,15.0,16.0,6.0,31.0,697.0,24.0,15.0,50.0,18.0,1.0,17.0,91.0,2021
537,Seamus Coleman,DF,Everton,eng Premier League,20.4,0,8.0,0.7,76.8,0.6,66.0,13.0,80.0,,,,,,,,,,,,,,,,,,,23.0,31.0,43.0,12.0,62.0,1307.0,30.0,38.0,91.0,36.0,8.0,30.0,171.0,2021
538,Alex Collado,DF,Barcelona,es La Liga,0.1,0,0.0,0.0,90.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2021
539,Ebrima Colley,FW,Atalanta,it Serie A,0.9,0,5.0,0.4,88.1,0.6,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,6.0,1.0,2.0,1.0,3.0,68.0,12.0,4.0,7.0,3.0,3.0,1.0,10.0,2021
540,Omar Colley,DF,Sampdoria,it Serie A,30.8,0,23.0,2.9,82.3,0.4,98.0,5.0,92.0,,,,,,,,,,,,,,,,,,,23.0,34.0,51.0,40.0,95.0,1706.0,33.0,6.0,73.0,14.0,2.0,87.0,165.0,2021
541,Jamilu Collins,DF,Paderborn 07,de Bundesliga,29.6,1,17.0,1.0,76.1,1.4,116.0,10.0,131.0,,,,,,,,,,,,,,,,,,,49.0,41.0,100.0,40.0,118.0,2194.0,16.0,45.0,175.0,67.0,7.0,34.0,306.0,2021
542,Simone Colombi,GK,Parma,it Serie A,4.0,0,0.0,0.0,83.7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
543,Lorenzo Colombo,FW,Milan,it Serie A,0.1,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2021
544,Racine Coly,"DF,FW",Nice,fr Ligue 1,7.2,1,6.0,1.3,86.3,0.0,23.0,2.0,31.0,,,,,,,,,,,,,,,,,,,13.0,9.0,9.0,6.0,25.0,628.0,10.0,7.0,33.0,5.0,1.0,13.0,64.0,2021
545,Kingsley Coman,"FW,MF",Bayern Munich,de Bundesliga,16.7,4,37.0,4.2,76.7,3.9,25.0,34.0,68.0,,,,,,,,,,,,,,,,,,,76.0,15.0,17.0,2.0,25.0,1035.0,144.0,60.0,190.0,44.0,45.0,18.0,258.0,2021
546,Daniel Congre,DF,Montpellier,fr Ligue 1,21.6,0,8.0,0.7,83.9,0.2,63.0,4.0,82.0,,,,,,,,,,,,,,,,,,,11.0,23.0,29.0,29.0,62.0,1106.0,8.0,4.0,53.0,8.0,0.0,46.0,135.0,2021
547,Aaron Connolly,FW,Brighton,eng Premier League,14.0,3,38.0,3.2,77.3,0.3,6.0,2.0,10.0,,,,,,,,,,,,,,,,,,,25.0,8.0,8.0,5.0,17.0,349.0,61.0,6.0,39.0,9.0,12.0,14.0,49.0,2021
548,Andrea Consigli,GK,Sassuolo,it Serie A,31.0,0,0.0,0.0,78.2,0.8,11.0,1.0,0.0,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,1084.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2021
549,Andrea Conti,DF,Milan,it Serie A,19.2,0,1.0,0.0,83.8,1.5,93.0,10.0,78.0,,,,,,,,,,,,,,,,,,,25.0,31.0,36.0,27.0,80.0,1236.0,15.0,9.0,96.0,30.0,3.0,17.0,174.0,2021
550,Lewis Cook,MF,Bournemouth,eng Premier League,15.0,0,9.0,0.3,77.9,1.0,61.0,11.0,65.0,,,,,,,,,,,,,,,,,,,32.0,16.0,20.0,13.0,40.0,862.0,13.0,35.0,48.0,14.0,5.0,14.0,113.0,2021
551,Steve Cook,DF,Bournemouth,eng Premier League,27.0,1,13.0,0.7,81.3,0.3,49.0,3.0,56.0,,,,,,,,,,,,,,,,,,,6.0,13.0,47.0,19.0,41.0,1559.0,26.0,4.0,27.0,1.0,0.0,108.0,83.0,2021
552,Francis Coquelin,MF,Valencia,es La Liga,21.2,0,10.0,0.4,89.9,0.2,87.0,8.0,59.0,,,,,,,,,,,,,,,,,,,17.0,24.0,30.0,29.0,63.0,1184.0,19.0,21.0,44.0,10.0,2.0,21.0,103.0,2021
553,Gabriele Corbo,DF,Bologna,it Serie A,1.4,0,0.0,0.0,89.8,0.0,3.0,0.0,7.0,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,1.0,2.0,74.0,0.0,0.0,4.0,0.0,0.0,2.0,11.0,2021
554,Sebastien Corchia,DF,Espanyol,es La Liga,3.0,0,3.0,0.1,80.1,0.4,6.0,7.0,17.0,,,,,,,,,,,,,,,,,,,11.0,0.0,12.0,2.0,4.0,233.0,4.0,6.0,13.0,1.0,1.0,0.0,30.0,2021
555,Inigo Cordoba,FW,Athletic Club,es La Liga,16.0,1,25.0,1.5,69.0,1.1,20.0,13.0,25.0,,,,,,,,,,,,,,,,,,,32.0,14.0,39.0,10.0,36.0,652.0,37.0,17.0,54.0,14.0,5.0,17.0,79.0,2021
556,Jhon Cordoba,FW,Koln,de Bundesliga,22.2,13,64.0,9.6,78.4,1.6,15.0,7.0,14.0,,,,,,,,,,,,,,,,,,,60.0,11.0,18.0,7.0,21.0,738.0,126.0,26.0,40.0,15.0,13.0,55.0,54.0,2021
557,Sergio Cordova,"FW,MF",Augsburg,de Bundesliga,4.1,2,5.0,1.8,71.1,0.8,7.0,0.0,6.0,,,,,,,,,,,,,,,,,,,7.0,3.0,3.0,1.0,5.0,122.0,14.0,3.0,14.0,6.0,4.0,13.0,20.0,2021
558,Benjamin Corgnet,MF,Strasbourg,fr Ligue 1,2.9,0,4.0,0.6,56.3,0.0,8.0,1.0,8.0,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,1.0,5.0,105.0,8.0,1.0,5.0,1.0,3.0,10.0,13.0,2021
559,Jack Cork,MF,Burnley,eng Premier League,29.0,0,18.0,1.7,79.6,0.7,55.0,9.0,61.0,,,,,,,,,,,,,,,,,,,24.0,27.0,53.0,25.0,64.0,1229.0,30.0,26.0,66.0,30.0,4.0,53.0,127.0,2021
560,Andreas Cornelius,FW,Parma,it Serie A,16.6,12,45.0,7.2,70.9,1.6,19.0,6.0,25.0,,,,,,,,,,,,,,,,,,,37.0,6.0,6.0,2.0,10.0,648.0,89.0,18.0,39.0,12.0,10.0,93.0,64.0,2021
561,Maxwel Cornet,"FW,DF",Lyon,fr Ligue 1,14.8,4,24.0,2.7,72.3,2.7,24.0,22.0,50.0,,,,,,,,,,,,,,,,,,,45.0,14.0,20.0,15.0,43.0,890.0,39.0,22.0,89.0,26.0,12.0,18.0,139.0,2021
562,Quentin Cornette,"FW,MF",Amiens,fr Ligue 1,3.9,0,2.0,0.1,54.6,0.8,8.0,8.0,12.0,,,,,,,,,,,,,,,,,,,4.0,1.0,11.0,9.0,15.0,220.0,8.0,9.0,23.0,5.0,0.0,3.0,35.0,2021
563,Angel Correa,"MF,FW",Atletico Madrid,es La Liga,22.9,5,44.0,6.6,75.3,4.1,27.0,21.0,43.0,,,,,,,,,,,,,,,,,,,65.0,15.0,39.0,12.0,35.0,942.0,139.0,41.0,99.0,33.0,24.0,16.0,142.0,2021
564,Joaquin Correa,"FW,MF",Lazio,it Serie A,22.2,9,76.0,9.3,82.9,2.8,31.0,34.0,62.0,,,,,,,,,,,,,,,,,,,110.0,11.0,8.0,5.0,20.0,989.0,167.0,52.0,166.0,59.0,43.0,16.0,228.0,2021
565,Rober Correa,DF,Eibar,es La Liga,10.3,0,5.0,0.2,74.3,0.2,32.0,7.0,42.0,,,,,,,,,,,,,,,,,,,16.0,9.0,21.0,5.0,21.0,628.0,8.0,5.0,39.0,21.0,1.0,33.0,81.0,2021
566,Thierry Correia,DF,Valencia,es La Liga,2.9,0,1.0,0.0,79.9,0.1,10.0,2.0,12.0,,,,,,,,,,,,,,,,,,,4.0,5.0,6.0,1.0,8.0,172.0,0.0,1.0,9.0,4.0,0.0,0.0,21.0,2021
567,Antonio Cortes,"FW,MF",Granada,es La Liga,2.0,1,3.0,0.8,50.0,0.2,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,5.0,3.0,2.0,0.0,3.0,68.0,6.0,4.0,7.0,2.0,0.0,4.0,8.0,2021
568,Angelo da Costa Junior,GK,Bologna,it Serie A,1.0,0,0.0,0.0,89.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
569,Danny da Costa,"DF,MF",Eint Frankfurt,de Bundesliga,15.4,1,16.0,1.3,65.2,3.7,19.0,31.0,56.0,,,,,,,,,,,,,,,,,,,40.0,21.0,27.0,11.0,43.0,806.0,45.0,23.0,61.0,19.0,12.0,30.0,117.0,2021
570,Diego Costa,FW,Atletico Madrid,es La Liga,15.0,5,33.0,4.6,71.0,1.8,18.0,13.0,26.0,,,,,,,,,,,,,,,,,,,29.0,9.0,14.0,3.0,13.0,533.0,72.0,15.0,29.0,8.0,4.0,58.0,55.0,2021
571,Douglas Costa,"FW,MF",Juventus,it Serie A,8.9,1,20.0,1.1,80.0,3.3,35.0,13.0,45.0,,,,,,,,,,,,,,,,,,,52.0,5.0,10.0,6.0,11.0,613.0,43.0,37.0,105.0,30.0,13.0,1.0,150.0,2021
572,Jaume Costa,DF,Valencia,es La Liga,15.4,0,2.0,0.1,82.2,0.6,46.0,8.0,57.0,,,,,,,,,,,,,,,,,,,18.0,18.0,37.0,8.0,34.0,981.0,17.0,12.0,68.0,26.0,0.0,18.0,125.0,2021
573,Nuno da Costa,"FW,MF",Strasbourg,fr Ligue 1,5.9,1,19.0,1.6,63.8,0.3,6.0,2.0,10.0,,,,,,,,,,,,,,,,,,,14.0,6.0,12.0,5.0,16.0,255.0,37.0,18.0,18.0,3.0,4.0,19.0,28.0,2021
574,David Costas,DF,Celta Vigo,es La Liga,3.8,0,1.0,0.1,91.9,0.0,3.0,0.0,12.0,,,,,,,,,,,,,,,,,,,0.0,4.0,6.0,7.0,14.0,240.0,2.0,0.0,5.0,1.0,0.0,8.0,17.0,2021
575,Benoit Costil,GK,Bordeaux,fr Ligue 1,28.0,0,0.0,0.0,71.4,0.0,6.0,1.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,947.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2021
576,Kalifa Coulibaly,FW,Nantes,fr Ligue 1,18.0,4,47.0,5.0,59.2,0.9,14.0,8.0,19.0,,,,,,,,,,,,,,,,,,,27.0,7.0,10.0,7.0,18.0,597.0,103.0,14.0,25.0,7.0,8.0,85.0,44.0,2021
577,Senou Coulibaly,DF,Dijon,fr Ligue 1,7.4,0,5.0,0.4,84.1,0.0,19.0,2.0,19.0,,,,,,,,,,,,,,,,,,,3.0,5.0,16.0,12.0,24.0,484.0,5.0,0.0,15.0,0.0,0.0,10.0,34.0,2021
578,Yoann Court,"FW,MF",Brest,fr Ligue 1,16.3,3,34.0,1.9,68.9,2.2,43.0,15.0,51.0,,,,,,,,,,,,,,,,,,,39.0,32.0,23.0,12.0,69.0,770.0,39.0,15.0,79.0,28.0,3.0,11.0,130.0,2021
579,Thibaut Courtois,GK,Real Madrid,es La Liga,34.0,0,1.0,0.1,78.3,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1153.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2021
580,Philippe Coutinho,"MF,FW",Bayern Munich,de Bundesliga,15.7,8,56.0,7.0,81.8,3.5,114.0,34.0,116.0,,,,,,,,,,,,,,,,,,,78.0,25.0,14.0,6.0,34.0,1071.0,81.0,45.0,154.0,38.0,15.0,6.0,270.0,2021
581,Nicolas Cozza,DF,Montpellier,fr Ligue 1,6.2,0,2.0,0.1,82.8,0.0,8.0,1.0,17.0,,,,,,,,,,,,,,,,,,,3.0,4.0,13.0,7.0,13.0,288.0,5.0,2.0,12.0,1.0,0.0,14.0,29.0,2021
582,Alessio Cragno,GK,Cagliari,it Serie A,16.0,0,0.0,0.0,64.2,0.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
583,Aaron Cresswell,DF,West Ham,eng Premier League,30.3,3,18.0,1.3,73.8,1.8,114.0,22.0,123.0,,,,,,,,,,,,,,,,,,,46.0,29.0,64.0,15.0,63.0,1971.0,26.0,16.0,91.0,36.0,3.0,51.0,214.0,2021
584,Domenico Criscito,DF,Genoa,it Serie A,22.8,8,13.0,0.3,77.1,1.4,84.0,31.0,98.0,,,,,,,,,,,,,,,,,,,34.0,44.0,53.0,38.0,107.0,1522.0,21.0,9.0,77.0,20.0,2.0,28.0,175.0,2021
585,Bryan Cristante,MF,Roma,it Serie A,18.0,1,29.0,1.2,85.4,1.7,137.0,22.0,107.0,,,,,,,,,,,,,,,,,,,42.0,14.0,21.0,11.0,36.0,1229.0,21.0,14.0,122.0,26.0,0.0,13.0,229.0,2021
586,Sebastian Cristoforo,MF,Fiorentina,it Serie A,1.0,0,0.0,0.0,83.7,0.2,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,5.0,4.0,2.0,2.0,7.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2021
587,Sebastian Cristoforo,MF,Eibar,es La Liga,9.7,0,7.0,0.2,73.9,0.5,27.0,2.0,30.0,,,,,,,,,,,,,,,,,,,15.0,24.0,31.0,7.0,49.0,469.0,8.0,10.0,22.0,11.0,0.0,6.0,52.0,2021
588,Juan Cuadrado,DF,Juventus,it Serie A,29.5,2,20.0,1.5,88.5,4.5,171.0,52.0,211.0,,,,,,,,,,,,,,,,,,,104.0,40.0,51.0,24.0,99.0,2672.0,54.0,51.0,328.0,120.0,26.0,17.0,539.0,2021
589,Cucho,"FW,MF",Mallorca,es La Liga,16.5,5,45.0,4.2,70.3,1.3,18.0,8.0,26.0,,,,,,,,,,,,,,,,,,,42.0,11.0,20.0,9.0,28.0,690.0,65.0,33.0,86.0,22.0,16.0,41.0,112.0,2021
590,Marc Cucurella,"MF,DF",Getafe,es La Liga,36.0,1,31.0,1.8,66.7,4.7,87.0,51.0,133.0,,,,,,,,,,,,,,,,,,,93.0,62.0,76.0,29.0,117.0,1818.0,65.0,24.0,164.0,57.0,12.0,50.0,297.0,2021
591,Ivan Cuellar,GK,Leganes,es La Liga,27.0,0,0.0,0.0,51.4,0.0,27.0,1.0,2.0,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,905.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2021
592,Jaume Cuellar,"FW,MF",SPAL,it Serie A,0.8,0,0.0,0.0,87.5,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,24.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2021
593,Mickael Cuisance,"MF,FW",Bayern Munich,de Bundesliga,3.4,1,12.0,0.6,81.3,0.2,16.0,4.0,13.0,,,,,,,,,,,,,,,,,,,14.0,3.0,5.0,1.0,6.0,231.0,10.0,11.0,28.0,7.0,1.0,0.0,41.0,2021
